BRANCHE;SS_BRANCHE;BAT_TYPE;EQ_CLIM;ID_AGREG;PERIODE;RDT;COUT
Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Bas de gamme;Climatisé;02192301;4;4.609227151;132.7723384
Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Haut de gamme;Climatisé;02192401;4;4.647506057;130.4803922
Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Luxe;Climatisé;02192501;4;4.586069464;130.4423077
Café Hôtel Restaurant;Hôtel sans restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Climatisé;02193901;4;4.564838139;132.1071429
Café Hôtel Restaurant;Hôtel sans restaurant;Hotel d'affaire sans restaurant Luxe;Climatisé;02194001;4;4.656957809;153.75
Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Bas de gamme;Climatisé;02195601;4;4.590547269;129.8553678
Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Haut de gamme;Climatisé;02195701;4;4.577652793;130.8619154
Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Luxe;Climatisé;02195801;4;4.656920066;132.3113208
Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Bas de gamme;Climatisé;02197001;4;4.563915286;127.7249445
Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Haut de gamme;Climatisé;02197101;4;4.530043361;128.1994048
Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Luxe;Climatisé;02197201;4;4.557270735;128.5
Café Hôtel Restaurant;Restaurant;Grand restaurant rapide;Climatisé;02262901;4;4.599102491;133.9828767
Café Hôtel Restaurant;Restaurant;Grand restaurant traditionnel;Climatisé;02263001;4;4.586229729;133.0457089
Café Hôtel Restaurant;Restaurant;Petit restaurant rapide;Climatisé;02267701;4;4.567193545;129.9832523
Café Hôtel Restaurant;Restaurant;Petit restaurant traditionnel;Climatisé;02267801;4;4.571481154;128.9233412
Commerce;Commerce de détail non alimentaire;Complexe brico;Climatisé;03060901;4;5.565784499;115.7171429
Commerce;Commerce de détail non alimentaire;Grand brico;Climatisé;03061701;4;5.54942052;112.9250307
Commerce;Commerce de détail non alimentaire;Grand librairie;Climatisé;03062601;4;5.141859587;156
Commerce;Commerce de détail non alimentaire;Grand Mode;Climatisé;03062701;4;5.157164949;156
Commerce;Commerce de détail non alimentaire;Petit brico;Climatisé;03066401;4;3.843896999;156
Commerce;Commerce de détail non alimentaire;Petit librairie;Climatisé;03067301;4;3.843919379;156
Commerce;Commerce de détail non alimentaire;Petit mode;Climatisé;03067401;4;3.839635956;156
Commerce;Commerce de détail non alimentaire;ZAC Mode;Climatisé;03069601;4;5.554432676;116.4253241
Commerce;Commerce de gros;Grand commerce de gros;Climatisé;03071901;4;5.581960565;114.1803519
Commerce;Commerce de gros;Petit commerce de gros;Climatisé;03076601;4;5.549365021;109.4392225
Commerce;Entrepôt;Entrepôt;Climatisé;03121201;4;4.767740975;142.0528249
Commerce;Grand commerce alimentaire;Grand alimentaire;Climatisé;03161501;4;5.172934705;156
Commerce;Grand commerce alimentaire;Hypermarché;Climatisé;03164101;4;5.552886229;118.2348624
Commerce;Grand commerce alimentaire;Superette;Climatisé;03169201;4;3.831397798;156
Commerce;Grand commerce alimentaire;Supermarché;Climatisé;03169301;4;5.558404007;126.134564
Commerce;Petit commerce alimentaire;Petit boulangerie;Climatisé;03236301;4;3.840689701;156
Commerce;Petit commerce alimentaire;Petit librairie;Climatisé;03237301;4;3.825122962;156
Commerce;Petit commerce alimentaire;Petit poissonnerie;Climatisé;03237501;4;3.84042053;156
Commerce;Process;Grand librairie;Climatisé;03242601;4;5.128606861;156
Commerce;Process;Grand process;Climatisé;03242801;4;5.136315707;156
Commerce;Process;Petit process;Climatisé;03247601;4;3.840600844;156
Enseignement Recherche;Enseignement primaire;Cantine élémentaire;Climatisé;04090301;4;4.2893962;173.25
Enseignement Recherche;Enseignement primaire;Cantine préélémentaire;Climatisé;04090601;4;4.2893962;173.25
Enseignement Recherche;Enseignement primaire;Elémentaire;Climatisé;04091101;4;4.2893962;173.25
Enseignement Recherche;Enseignement primaire;Préélémentaire;Climatisé;04098601;4;4.2893962;173.25
Enseignement Recherche;Enseignement secondaire;Cantine collége;Climatisé;04100201;4;4.2893962;173.25
Enseignement Recherche;Enseignement secondaire;Cantine LEGT;Climatisé;04100401;4;4.2893962;173.25
Enseignement Recherche;Enseignement secondaire;Cantine LP;Climatisé;04100501;4;4.2893962;173.25
Enseignement Recherche;Enseignement secondaire;Collège;Climatisé;04100801;4;4.2893962;173.25
Enseignement Recherche;Enseignement secondaire;Internat college;Climatisé;04104601;4;4.2893962;173.25
Enseignement Recherche;Enseignement secondaire;Internat LEGT;Climatisé;04104701;4;4.2893962;173.25
Enseignement Recherche;Enseignement secondaire;Internat LP;Climatisé;04104801;4;4.2893962;173.25
Enseignement Recherche;Enseignement secondaire;Lycée d’enseignement général et technologique (LEGT);Climatisé;04104901;4;4.2893962;173.25
Enseignement Recherche;Enseignement secondaire;Lycée professionnel (LP);Climatisé;04105001;4;4.2893962;173.25
Enseignement Recherche;Enseignement supérieur et recherche;école;Climatisé;04111001;4;4.343095453;190.5
Enseignement Recherche;Enseignement supérieur et recherche;R&D en sciences humaines et sociales;Climatisé;04118701;4;4.256367314;156
Enseignement Recherche;Enseignement supérieur et recherche;R&D sciences physiques et naturelles;Climatisé;04118801;4;4.2316522;156
Enseignement Recherche;Enseignement supérieur et recherche;université;Climatisé;04119401;4;4.326469834;190.5
Habitat Communautaire;Foyer;Foyers;Climatisé;05141301;4;3.920833177;156
Habitat Communautaire;Maison de pré-retraite;Maison de pré-retraite;Climatisé;05215101;4;3.934087757;156
Habitat Communautaire;Maison retraite médicalisée;Maison retraite médicalisée;Climatisé;05225201;4;3.907578597;156
Habitat Communautaire;Résidence universitaire;Résidence universitaire;Climatisé;05258901;4;3.920833177;156
Habitat Communautaire;Service à la personne;Résidentiel;Climatisé;05289001;4;3.920833177;156
Santé Action Sociale;Cabinet médical;Cabinet médical;Climatisé;06030101;4;4.239922445;156
Santé Action Sociale;Centre accueil;Centre accueil;Climatisé;06050701;4;4.239922445;156
Santé Action Sociale;Garderie;Garderie;Climatisé;06151401;4;4.239922445;156
Santé Action Sociale;Hôpital;Hopital bloc;Climatisé;06173401;4;4.235250791;156
Santé Action Sociale;Hôpital;Hopital maison;Climatisé;06173501;4;4.240069699;156
Santé Action Sociale;Hôpital;Hopital pavillonnaire;Climatisé;06173601;4;4.244446846;156
Sport Loisir Culture;Culture;Grand cinéma;Climatisé;07081801;4;4.270656841;155.4496855
Sport Loisir Culture;Culture;Grande salle de spectacle;Climatisé;07083201;4;4.286094357;155.4176471
Sport Loisir Culture;Culture;Immeuble péri urbain;Climatisé;07084301;4;4.215686382;156
Sport Loisir Culture;Culture;Musée;Climatisé;07085901;4;4.298875942;155.2065293
Sport Loisir Culture;Culture;Petit cinéma;Climatisé;07086501;4;4.25775448;155.4533333
Sport Loisir Culture;Culture;Petite salle de spectacle;Climatisé;07088001;4;4.271352544;155.398906
Sport Loisir Culture;Equipement collectif;Immeuble péri urbain;Climatisé;07134301;4;4.178893675;156
Sport Loisir Culture;Loisir;Grand bar café tabac;Climatisé;07201601;4;4.16696931;156
Sport Loisir Culture;Loisir;Salle non spécialisée;Climatisé;07209101;4;4.261330736;155.2963286
Sport Loisir Culture;Loisir;Vestiaire et rangement;Climatisé;07209501;4;4.240493285;155.5943541
Sport Loisir Culture;Sport;Grand bar café tabac;Climatisé;07291601;4;4.181746805;156
Sport Loisir Culture;Sport;Grande salle multisport;Climatisé;07293301;4;4.230336167;155.7717662
Sport Loisir Culture;Sport;Patinoire;Climatisé;07296101;4;4.249452797;155.4352941
Sport Loisir Culture;Sport;Petite salle multisport;Climatisé;07298101;4;4.246819152;155.5159127
Sport Loisir Culture;Sport;Piscine;Climatisé;07298201;4;4.243100727;155.5452358
Sport Loisir Culture;Sport;Salle non spécialisée;Climatisé;07299101;4;4.248329358;155.4246734
Sport Loisir Culture;Sport;Vestiaire et rangement;Climatisé;07299501;4;4.240493285;155.5943541
Transport;Service;nr;Climatisé;08276001;4;1.4;128.8973583
Transport;Transport aérien;nr;Climatisé;08306001;4;1.4;128.8973583
Transport;Transport autre;nr;Climatisé;08316001;4;1.4;128.8973583
Transport;Transport ferroviaire;nr;Climatisé;08326001;4;1.4;128.8973583
Transport;Transport maritime et fluvial;nr;Climatisé;08336001;4;1.4;128.8973583
Transport;Transport routier;nr;Climatisé;08346001;4;1.4;128.8973583
Transport;Transport urbain;nr;Climatisé;08356001;4;1.4;128.8973583
Bureaux Administration;Administration;immeuble peri urbain;Non climatisé;01014202;4;0;0
Bureaux Administration;Administration;immeuble rénové;Non climatisé;01014402;4;0;0
Bureaux Administration;Administration;plateau large bureaux cloisonnés;Non climatisé;01018402;4;0;0
Bureaux Administration;Bureaux;immeuble peri urbain;Non climatisé;01024202;4;0;0
Bureaux Administration;Bureaux;immeuble rénové;Non climatisé;01024402;4;0;0
Bureaux Administration;Bureaux;immeuble résidentiel;Non climatisé;01024502;4;0;0
Bureaux Administration;Bureaux;plateau large bureau paysagés;Non climatisé;01028302;4;0;0
Bureaux Administration;Bureaux;plateau large bureaux cloisonnés;Non climatisé;01028402;4;0;0
Bureaux Administration;Bureaux;plateau mince;Non climatisé;01028502;4;0;0
Café Hôtel Restaurant;Café, cantine, traiteur;Grand bar café tabac;Non climatisé;02041602;4;0;0
Café Hôtel Restaurant;Café, cantine, traiteur;Grande cantine;Non climatisé;02043102;4;0;0
Café Hôtel Restaurant;Café, cantine, traiteur;Petit bar café tabac;Non climatisé;02046202;4;0;0
Café Hôtel Restaurant;Café, cantine, traiteur;Petite cantine;Non climatisé;02047902;4;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Bas de gamme;Non climatisé;02182002;4;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Haut de gamme;Non climatisé;02182102;4;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Luxe;Non climatisé;02182202;4;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Hotel d'affaire avec restaurant Haut de gamme;Non climatisé;02183702;4;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Hotel d'affaire avec restaurant Luxe;Non climatisé;02183802;4;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Bas de gamme;Non climatisé;02185302;4;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Haut de gamme;Non climatisé;02185402;4;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Luxe;Non climatisé;02185502;4;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Bas de gamme;Non climatisé;02186702;4;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Haut de gamme;Non climatisé;02186802;4;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Luxe;Non climatisé;02186902;4;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Bas de gamme;Non climatisé;02192302;4;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Haut de gamme;Non climatisé;02192402;4;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Luxe;Non climatisé;02192502;4;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Non climatisé;02193902;4;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Hotel d'affaire sans restaurant Luxe;Non climatisé;02194002;4;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Bas de gamme;Non climatisé;02195602;4;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Haut de gamme;Non climatisé;02195702;4;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Luxe;Non climatisé;02195802;4;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Bas de gamme;Non climatisé;02197002;4;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Haut de gamme;Non climatisé;02197102;4;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Luxe;Non climatisé;02197202;4;0;0
Café Hôtel Restaurant;Restaurant;Grand restaurant rapide;Non climatisé;02262902;4;0;0
Café Hôtel Restaurant;Restaurant;Grand restaurant traditionnel;Non climatisé;02263002;4;0;0
Café Hôtel Restaurant;Restaurant;Petit restaurant rapide;Non climatisé;02267702;4;0;0
Café Hôtel Restaurant;Restaurant;Petit restaurant traditionnel;Non climatisé;02267802;4;0;0
Commerce;Commerce de détail non alimentaire;Complexe brico;Non climatisé;03060902;4;0;0
Commerce;Commerce de détail non alimentaire;Grand brico;Non climatisé;03061702;4;0;0
Commerce;Commerce de détail non alimentaire;Grand librairie;Non climatisé;03062602;4;0;0
Commerce;Commerce de détail non alimentaire;Grand Mode;Non climatisé;03062702;4;0;0
Commerce;Commerce de détail non alimentaire;Petit brico;Non climatisé;03066402;4;0;0
Commerce;Commerce de détail non alimentaire;Petit librairie;Non climatisé;03067302;4;0;0
Commerce;Commerce de détail non alimentaire;Petit mode;Non climatisé;03067402;4;0;0
Commerce;Commerce de détail non alimentaire;ZAC Mode;Non climatisé;03069602;4;0;0
Commerce;Commerce de gros;Grand commerce de gros;Non climatisé;03071902;4;0;0
Commerce;Commerce de gros;Petit commerce de gros;Non climatisé;03076602;4;0;0
Commerce;Entrepôt;Entrepôt;Non climatisé;03121202;4;0;0
Commerce;Grand commerce alimentaire;Grand alimentaire;Non climatisé;03161502;4;0;0
Commerce;Grand commerce alimentaire;Hypermarché;Non climatisé;03164102;4;0;0
Commerce;Grand commerce alimentaire;Superette;Non climatisé;03169202;4;0;0
Commerce;Grand commerce alimentaire;Supermarché;Non climatisé;03169302;4;0;0
Commerce;Petit commerce alimentaire;Petit boulangerie;Non climatisé;03236302;4;0;0
Commerce;Petit commerce alimentaire;Petit librairie;Non climatisé;03237302;4;0;0
Commerce;Petit commerce alimentaire;Petit poissonnerie;Non climatisé;03237502;4;0;0
Commerce;Process;Grand librairie;Non climatisé;03242602;4;0;0
Commerce;Process;Grand process;Non climatisé;03242802;4;0;0
Commerce;Process;Petit process;Non climatisé;03247602;4;0;0
Enseignement Recherche;Enseignement primaire;Cantine élémentaire;Non climatisé;04090302;4;0;0
Enseignement Recherche;Enseignement primaire;Cantine préélémentaire;Non climatisé;04090602;4;0;0
Enseignement Recherche;Enseignement primaire;Elémentaire;Non climatisé;04091102;4;0;0
Enseignement Recherche;Enseignement primaire;Préélémentaire;Non climatisé;04098602;4;0;0
Enseignement Recherche;Enseignement secondaire;Cantine collége;Non climatisé;04100202;4;0;0
Enseignement Recherche;Enseignement secondaire;Cantine LEGT;Non climatisé;04100402;4;0;0
Enseignement Recherche;Enseignement secondaire;Cantine LP;Non climatisé;04100502;4;0;0
Enseignement Recherche;Enseignement secondaire;Collège;Non climatisé;04100802;4;0;0
Enseignement Recherche;Enseignement secondaire;Internat college;Non climatisé;04104602;4;0;0
Enseignement Recherche;Enseignement secondaire;Internat LEGT;Non climatisé;04104702;4;0;0
Enseignement Recherche;Enseignement secondaire;Internat LP;Non climatisé;04104802;4;0;0
Enseignement Recherche;Enseignement secondaire;Lycée d’enseignement général et technologique (LEGT);Non climatisé;04104902;4;0;0
Enseignement Recherche;Enseignement secondaire;Lycée professionnel (LP);Non climatisé;04105002;4;0;0
Enseignement Recherche;Enseignement supérieur et recherche;école;Non climatisé;04111002;4;0;0
Enseignement Recherche;Enseignement supérieur et recherche;R&D en sciences humaines et sociales;Non climatisé;04118702;4;0;0
Enseignement Recherche;Enseignement supérieur et recherche;R&D sciences physiques et naturelles;Non climatisé;04118802;4;0;0
Enseignement Recherche;Enseignement supérieur et recherche;université;Non climatisé;04119402;4;0;0
Habitat Communautaire;Foyer;Foyers;Non climatisé;05141302;4;0;0
Habitat Communautaire;Maison de pré-retraite;Maison de pré-retraite;Non climatisé;05215102;4;0;0
Habitat Communautaire;Maison retraite médicalisée;Maison retraite médicalisée;Non climatisé;05225202;4;0;0
Habitat Communautaire;Résidence universitaire;Résidence universitaire;Non climatisé;05258902;4;0;0
Habitat Communautaire;Service à la personne;Résidentiel;Non climatisé;05289002;4;0;0
Santé Action Sociale;Cabinet médical;Cabinet médical;Non climatisé;06030102;4;0;0
Santé Action Sociale;Centre accueil;Centre accueil;Non climatisé;06050702;4;0;0
Santé Action Sociale;Garderie;Garderie;Non climatisé;06151402;4;0;0
Santé Action Sociale;Hôpital;Hopital bloc;Non climatisé;06173402;4;0;0
Santé Action Sociale;Hôpital;Hopital maison;Non climatisé;06173502;4;0;0
Santé Action Sociale;Hôpital;Hopital pavillonnaire;Non climatisé;06173602;4;0;0
Sport Loisir Culture;Culture;Grand cinéma;Non climatisé;07081802;4;0;0
Sport Loisir Culture;Culture;Grande salle de spectacle;Non climatisé;07083202;4;0;0
Sport Loisir Culture;Culture;Immeuble péri urbain;Non climatisé;07084302;4;0;0
Sport Loisir Culture;Culture;Musée;Non climatisé;07085902;4;0;0
Sport Loisir Culture;Culture;Petit cinéma;Non climatisé;07086502;4;0;0
Sport Loisir Culture;Culture;Petite salle de spectacle;Non climatisé;07088002;4;0;0
Sport Loisir Culture;Equipement collectif;Immeuble péri urbain;Non climatisé;07134302;4;0;0
Sport Loisir Culture;Loisir;Grand bar café tabac;Non climatisé;07201602;4;0;0
Sport Loisir Culture;Loisir;Salle non spécialisée;Non climatisé;07209102;4;0;0
Sport Loisir Culture;Loisir;Vestiaire et rangement;Non climatisé;07209502;4;0;0
Sport Loisir Culture;Sport;Grand bar café tabac;Non climatisé;07291602;4;0;0
Sport Loisir Culture;Sport;Grande salle multisport;Non climatisé;07293302;4;0;0
Sport Loisir Culture;Sport;Patinoire;Non climatisé;07296102;4;0;0
Sport Loisir Culture;Sport;Petite salle multisport;Non climatisé;07298102;4;0;0
Sport Loisir Culture;Sport;Piscine;Non climatisé;07298202;4;0;0
Sport Loisir Culture;Sport;Salle non spécialisée;Non climatisé;07299102;4;0;0
Sport Loisir Culture;Sport;Vestiaire et rangement;Non climatisé;07299502;4;0;0
Transport;Service;nr;Non climatisé;08276002;4;0;0
Transport;Transport aérien;nr;Non climatisé;08306002;4;0;0
Transport;Transport autre;nr;Non climatisé;08316002;4;0;0
Transport;Transport ferroviaire;nr;Non climatisé;08326002;4;0;0
Transport;Transport maritime et fluvial;nr;Non climatisé;08336002;4;0;0
Transport;Transport routier;nr;Non climatisé;08346002;4;0;0
Transport;Transport urbain;nr;Non climatisé;08356002;4;0;0
Bureaux Administration;Administration;immeuble peri urbain;Climatisé;01014201;5;4.626288408;80.80050725
Bureaux Administration;Administration;immeuble rénové;Climatisé;01014401;5;4.543132393;81.37823454
Bureaux Administration;Administration;plateau large bureaux cloisonnés;Climatisé;01018401;5;4.545962586;110.3744244
Bureaux Administration;Bureaux;immeuble peri urbain;Climatisé;01024201;5;4.602928733;104.1732425
Bureaux Administration;Bureaux;immeuble rénové;Climatisé;01024401;5;4.542088838;104.7547493
Bureaux Administration;Bureaux;immeuble résidentiel;Climatisé;01024501;5;4.575965018;102.2144947
Bureaux Administration;Bureaux;plateau large bureau paysagés;Climatisé;01028301;5;4.58500769;113.3285618
Bureaux Administration;Bureaux;plateau large bureaux cloisonnés;Climatisé;01028401;5;4.574396696;110.8506257
Bureaux Administration;Bureaux;plateau mince;Climatisé;01028501;5;4.5879148;112.0556117
Café Hôtel Restaurant;Café, cantine, traiteur;Grand bar café tabac;Climatisé;02041601;5;4.880711433;143.3496283
Café Hôtel Restaurant;Café, cantine, traiteur;Grande cantine;Climatisé;02043101;5;4.904637179;142.5058594
Café Hôtel Restaurant;Café, cantine, traiteur;Petit bar café tabac;Climatisé;02046201;5;4.905016619;135.9285275
Café Hôtel Restaurant;Café, cantine, traiteur;Petite cantine;Climatisé;02047901;5;4.897037096;141.2747469
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Bas de gamme;Climatisé;02182001;5;4.918888039;132.0062908
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Haut de gamme;Climatisé;02182101;5;4.946901987;133.2744289
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Luxe;Climatisé;02182201;5;4.89646636;132.2263216
Café Hôtel Restaurant;Hôtel avec restaurant;Hotel d'affaire avec restaurant Haut de gamme;Climatisé;02183701;5;4.981936503;131.9431818
Café Hôtel Restaurant;Hôtel avec restaurant;Hotel d'affaire avec restaurant Luxe;Climatisé;02183801;5;4.934014364;133.2588692
Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Bas de gamme;Climatisé;02185301;5;4.890722491;135.5062013
Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Haut de gamme;Climatisé;02185401;5;4.879218538;133.055159
Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Luxe;Climatisé;02185501;5;4.87455948;131.0756243
Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Bas de gamme;Climatisé;02186701;5;4.896537139;128.9338969
Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Haut de gamme;Climatisé;02186801;5;4.872392105;133.0690476
Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Luxe;Climatisé;02186901;5;4.864464818;135.8290258
Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Bas de gamme;Climatisé;02192301;5;4.938457662;132.7723384
Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Haut de gamme;Climatisé;02192401;5;4.979470775;130.4803922
Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Luxe;Climatisé;02192501;5;4.913645854;130.4423077
Café Hôtel Restaurant;Hôtel sans restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Climatisé;02193901;5;4.890898006;132.1071429
Café Hôtel Restaurant;Hôtel sans restaurant;Hotel d'affaire sans restaurant Luxe;Climatisé;02194001;5;4.989597652;153.75
Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Bas de gamme;Climatisé;02195601;5;4.918443503;129.8553678
Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Haut de gamme;Climatisé;02195701;5;4.904627992;130.8619154
Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Luxe;Climatisé;02195801;5;4.989557213;132.3113208
Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Bas de gamme;Climatisé;02197001;5;4.889909235;127.7249445
Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Haut de gamme;Climatisé;02197101;5;4.853617887;128.1994048
Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Luxe;Climatisé;02197201;5;4.882790074;128.5
Café Hôtel Restaurant;Restaurant;Grand restaurant rapide;Climatisé;02262901;5;4.927609812;133.9828767
Café Hôtel Restaurant;Restaurant;Grand restaurant traditionnel;Climatisé;02263001;5;4.913817567;133.0457089
Café Hôtel Restaurant;Restaurant;Petit restaurant rapide;Climatisé;02267701;5;4.893421655;129.9832523
Café Hôtel Restaurant;Restaurant;Petit restaurant traditionnel;Climatisé;02267801;5;4.898015522;128.9233412
Commerce;Commerce de détail non alimentaire;Complexe brico;Climatisé;03060901;5;5.963340534;115.7171429
Commerce;Commerce de détail non alimentaire;Grand brico;Climatisé;03061701;5;5.9458077;112.9250307
Commerce;Commerce de détail non alimentaire;Grand librairie;Climatisé;03062601;5;5.509135272;156
Commerce;Commerce de détail non alimentaire;Grand Mode;Climatisé;03062701;5;5.525533874;156
Commerce;Commerce de détail non alimentaire;Petit brico;Climatisé;03066401;5;4.11846107;156
Commerce;Commerce de détail non alimentaire;Petit librairie;Climatisé;03067301;5;4.118485049;156
Commerce;Commerce de détail non alimentaire;Petit mode;Climatisé;03067401;5;4.113895668;156
Commerce;Commerce de détail non alimentaire;ZAC Mode;Climatisé;03069601;5;5.951177867;116.4253241
Commerce;Commerce de gros;Grand commerce de gros;Climatisé;03071901;5;5.980672034;114.1803519
Commerce;Commerce de gros;Petit commerce de gros;Climatisé;03076601;5;5.945748237;109.4392225
Commerce;Entrepôt;Entrepôt;Climatisé;03121201;5;5.108293901;142.0528249
Commerce;Grand commerce alimentaire;Grand alimentaire;Climatisé;03161501;5;5.542430041;156
Commerce;Grand commerce alimentaire;Hypermarché;Climatisé;03164101;5;5.949520959;118.2348624
Commerce;Grand commerce alimentaire;Superette;Climatisé;03169201;5;4.105069069;156
Commerce;Grand commerce alimentaire;Supermarché;Climatisé;03169301;5;5.955432865;126.134564
Commerce;Petit commerce alimentaire;Petit boulangerie;Climatisé;03236301;5;4.11502468;156
Commerce;Petit commerce alimentaire;Petit librairie;Climatisé;03237301;5;4.098346031;156
Commerce;Petit commerce alimentaire;Petit poissonnerie;Climatisé;03237501;5;4.114736282;156
Commerce;Process;Grand librairie;Climatisé;03242601;5;5.494935923;156
Commerce;Process;Grand process;Climatisé;03242801;5;5.503195401;156
Commerce;Process;Petit process;Climatisé;03247601;5;4.114929476;156
Enseignement Recherche;Enseignement primaire;Cantine élémentaire;Climatisé;04090301;5;4.595781643;173.25
Enseignement Recherche;Enseignement primaire;Cantine préélémentaire;Climatisé;04090601;5;4.595781643;173.25
Enseignement Recherche;Enseignement primaire;Elémentaire;Climatisé;04091101;5;4.595781643;173.25
Enseignement Recherche;Enseignement primaire;Préélémentaire;Climatisé;04098601;5;4.595781643;173.25
Enseignement Recherche;Enseignement secondaire;Cantine collége;Climatisé;04100201;5;4.595781643;173.25
Enseignement Recherche;Enseignement secondaire;Cantine LEGT;Climatisé;04100401;5;4.595781643;173.25
Enseignement Recherche;Enseignement secondaire;Cantine LP;Climatisé;04100501;5;4.595781643;173.25
Enseignement Recherche;Enseignement secondaire;Collège;Climatisé;04100801;5;4.595781643;173.25
Enseignement Recherche;Enseignement secondaire;Internat college;Climatisé;04104601;5;4.595781643;173.25
Enseignement Recherche;Enseignement secondaire;Internat LEGT;Climatisé;04104701;5;4.595781643;173.25
Enseignement Recherche;Enseignement secondaire;Internat LP;Climatisé;04104801;5;4.595781643;173.25
Enseignement Recherche;Enseignement secondaire;Lycée d’enseignement général et technologique (LEGT);Climatisé;04104901;5;4.595781643;173.25
Enseignement Recherche;Enseignement secondaire;Lycée professionnel (LP);Climatisé;04105001;5;4.595781643;173.25
Enseignement Recherche;Enseignement supérieur et recherche;école;Climatisé;04111001;5;4.653316557;190.5
Enseignement Recherche;Enseignement supérieur et recherche;R&D en sciences humaines et sociales;Climatisé;04118701;5;4.56039355;156
Enseignement Recherche;Enseignement supérieur et recherche;R&D sciences physiques et naturelles;Climatisé;04118801;5;4.533913071;156
Enseignement Recherche;Enseignement supérieur et recherche;université;Climatisé;04119401;5;4.635503393;190.5
Habitat Communautaire;Foyer;Foyers;Climatisé;05141301;5;4.20089269;156
Habitat Communautaire;Maison de pré-retraite;Maison de pré-retraite;Climatisé;05215101;5;4.215094026;156
Habitat Communautaire;Maison retraite médicalisée;Maison retraite médicalisée;Climatisé;05225201;5;4.186691354;156
Habitat Communautaire;Résidence universitaire;Résidence universitaire;Climatisé;05258901;5;4.20089269;156
