BRANCHE;BAT_TYPE;PRODUCTION_CHAUD;ENERGIE;COUT;DUREE_VIE;BESOIN_U;RDT;PM_2009;COUT_ENERGIE
Enseignement Recherche;université;PAC;Electricité;63.81526893;20;100.3895001;2.705654651;0.068484149;0.0774
Café Hôtel Restaurant;Grande cantine;PAC performant;Electricité;107.9653405;20;84.25489086;3.397956279;9.993E-05;0.0774
Café Hôtel Restaurant;Petit Hotel avec restaurant Haut de gamme;Autre système centralisé;Autres;40.41293975;25;209.2126929;0.704830015;0.033226676;0.015468227
Café Hôtel Restaurant;Grande cantine;Rooftop performant;Electricité;53.09443758;17;81.35828421;3.328610233;9.993E-05;0.0774
Café Hôtel Restaurant;Petite cantine;PAC;Electricité;45.60177714;20;112.1643268;2.831630233;0.091091153;0.0774
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Haut de gamme;Autre système centralisé performant;Urbain;31.71094505;25;119.3639214;0.84;9.994E-05;0.0616
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Haut de gamme;Chaudière condensation fioul;Fioul;16.96810747;20;96.39702787;0.766407067;9.994E-05;0.074414716
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Haut de gamme;Chaudière condensation gaz;Gaz;12.53046568;20;97.76653936;0.990807302;9.994E-05;0.0513
Santé Action Sociale;Hopital bloc;Autre système centralisé;Urbain;10.7535103;25;136.0684253;0.780175843;0.033598315;0.0616
Commerce;Grand brico;Autre système centralisé;Autres;30.58165572;25;113.3594351;1.568275434;0.033921602;0.015468227
Enseignement Recherche;Lycée d’enseignement général et technologique (LEGT);PAC;Electricité;49.71647044;20;75.89778635;2.783818605;0.08460325;0.0774
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Haut de gamme;Electrique direct performant;Electricité;12;13;75.42588031;1;9.994E-05;0.0774
Commerce;Petit librairie;Autre système centralisé;Autres;32.83882453;25;79.99810517;1.55578698;0.034273655;0.015468227
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Haut de gamme;PAC performant;Electricité;87.47112341;20;89.03416388;3.434056744;9.994E-05;0.0774
Commerce;Hypermarché;Autre système centralisé;Autres;31.73245526;25;111.2879707;1.558951724;0.034585569;0.015468227
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Haut de gamme;Rooftop performant;Electricité;37.5928655;17;90.13217023;3.363973953;9.994E-05;0.0774
Enseignement Recherche;Préélémentaire;Autre système centralisé;Urbain;22.82871287;25;90.16098565;0.901379813;0.034687837;0.0616
Sport Loisir Culture;Grand bar café tabac;Rooftop;Electricité;10.644592;17;100.1295657;2.679567309;0.087165867;0.0774
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Luxe;Autre système centralisé performant;Autres;26.95075448;25;71.84783137;0.753;9.993E-05;0.015468227
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Luxe;Autre système centralisé performant;Urbain;26.97586883;25;90.42531706;0.74;9.993E-05;0.0616
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Luxe;Chaudière condensation fioul;Fioul;12.48438258;20;66.66647413;0.761834183;9.993E-05;0.074414716
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Luxe;Chaudière condensation gaz;Gaz;9.302771541;20;63.83263295;0.987567163;9.993E-05;0.0513
Sport Loisir Culture;Patinoire;Autre système centralisé;Urbain;46.18596926;25;141.8889308;1.995433973;0.034907802;0.0616
Commerce;Grand process;Autre système centralisé;Autres;28.2675782;25;99.25944733;1.549921246;0.035092147;0.015468227
Commerce;Petit brico;Autre système centralisé;Urbain;32.50037113;25;90.86732922;1.576619689;0.035223827;0.0616
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Luxe;Electrique direct performant;Electricité;12;13;53.75715729;1;9.993E-05;0.0774
Commerce;Petit commerce de gros;Autre système centralisé;Urbain;27.95094746;25;81.2049989;1.567215388;0.035337419;0.0616
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Luxe;PAC performant;Electricité;74.45184347;20;63.1218856;3.397956279;9.993E-05;0.0774
Commerce;Petit commerce de gros;Autre système centralisé;Autres;28.23128047;25;83.83713702;1.557780691;0.035383436;0.015468227
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Luxe;Rooftop performant;Electricité;31.25612886;17;60.06005963;3.328610233;9.993E-05;0.0774
Commerce;Grand Mode;Autre système centralisé;Urbain;26.39855237;25;74.80677768;1.570590333;0.035638769;0.0616
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Autre système centralisé performant;Urbain;32.26966591;25;85.88206685;0.84;9.994E-05;0.0616
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Chaudière condensation fioul;Fioul;17.22162934;20;79.54424802;0.75464094;9.994E-05;0.074414716
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Chaudière condensation gaz;Gaz;12.68392637;20;98.15093355;0.990797516;9.994E-05;0.0513
Café Hôtel Restaurant;Grande cantine;PAC;Electricité;86.3722724;20;84.25489086;2.831630233;0.092336492;0.0774
Enseignement Recherche;Collège;Autre système centralisé;Urbain;17.94993441;25;73.62918579;0.819674601;0.035857721;0.0616
Commerce;Entrepôt;Autre système centralisé;Urbain;21.27557765;25;57.17201074;1.557308421;0.036461928;0.0616
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Electrique direct performant;Electricité;12;13;61.59598567;1;9.994E-05;0.0774
Habitat Communautaire;Foyers;PAC;Electricité;44.41616724;20;102.4536283;2.831630233;0.120226185;0.0774
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Haut de Gamme;PAC performant;Electricité;88.97459199;20;74.31014258;3.382162326;9.994E-05;0.0774
Enseignement Recherche;école;PAC;Electricité;60.15649458;20;93.25559199;2.666169767;0.040291948;0.0774
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Rooftop performant;Electricité;38.26284762;17;73.05116154;3.313138605;9.994E-05;0.0774
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Luxe;Chaudière condensation gaz;Gaz;9.292765401;20;73.14162264;0.992334404;9.999E-05;0.0513
Enseignement Recherche;Lycée d’enseignement général et technologique (LEGT);Autre système centralisé;Autres;19.61207396;25;77.94102971;0.756825685;0.036985057;0.015468227
Habitat Communautaire;Résidentiel;Autre système centralisé;Autres;24.80021024;25;87.78349655;1.583530072;0.037287258;0.015468227
Enseignement Recherche;Lycée professionnel (LP);PAC;Electricité;50.81278855;20;73.60684945;2.783818605;0.088936748;0.0774
Café Hôtel Restaurant;Moyen Hotel avec restaurant Bas de gamme;Autre système centralisé performant;Autres;38.15728192;25;164.5489645;0.792492894;9.993E-05;0.015468227
Café Hôtel Restaurant;Moyen Hotel avec restaurant Bas de gamme;Autre système centralisé performant;Urbain;38.35348761;25;187.9299683;0.823964339;9.993E-05;0.0616
Café Hôtel Restaurant;Moyen Hotel avec restaurant Bas de gamme;Chaudière condensation fioul;Fioul;24.98213439;20;142.5695339;0.754205893;9.993E-05;0.074414716
Café Hôtel Restaurant;Moyen Hotel avec restaurant Bas de gamme;Chaudière condensation gaz;Gaz;18.06751105;20;142.7607012;0.981803554;9.993E-05;0.0513
Habitat Communautaire;Maison retraite médicalisée;PAC;Electricité;43.00956496;20;90.86124669;2.687009611;0.116709004;0.0774
Commerce;Complexe brico;Autre système centralisé;Autres;22.71763364;25;56.31605722;1.54538578;0.03803707;0.015468227
Café Hôtel Restaurant;Grand restaurant traditionnel;Autre système centralisé;Urbain;34.16523464;25;81.29390174;0.671587902;0.038326793;0.0616
Café Hôtel Restaurant;Moyen Hotel avec restaurant Bas de gamme;Electrique direct performant;Electricité;12;13;111.6934722;1;9.993E-05;0.0774
Enseignement Recherche;Elémentaire;Electrique direct;Electricité;10;13;84.1110438;0.9;0.129072263;0.0774
Café Hôtel Restaurant;Moyen Hotel avec restaurant Bas de gamme;PAC performant;Electricité;101.8599374;20;130.7409507;3.397956279;9.993E-05;0.0774
Commerce;Petit process;Autre système centralisé;Autres;35.11493568;25;104.3906368;1.54982111;0.038778455;0.015468227
Café Hôtel Restaurant;Moyen Hotel avec restaurant Bas de gamme;Rooftop performant;Electricité;47.38898961;17;132.3577516;3.328610233;9.993E-05;0.0774
Sport Loisir Culture;Vestiaire et rangement;Autre système centralisé;Urbain;85.20990389;25;117.6022319;1.943069522;0.039050957;0.0616
Enseignement Recherche;Internat LEGT;PAC;Electricité;50.35039898;20;131.0200123;2.783818605;0.068826923;0.0774
Café Hôtel Restaurant;Moyen Hotel avec restaurant Haut de gamme;Autre système centralisé performant;Autres;35.84907436;25;151.7952991;0.830851145;9.993E-05;0.015468227
Café Hôtel Restaurant;Moyen Hotel avec restaurant Haut de gamme;Autre système centralisé performant;Urbain;35.91912511;25;165.3954742;0.779506019;9.993E-05;0.0616
Café Hôtel Restaurant;Moyen Hotel avec restaurant Haut de gamme;Chaudière condensation fioul;Fioul;22.55480693;20;133.4210496;0.755009135;9.993E-05;0.074414716
Café Hôtel Restaurant;Moyen Hotel avec restaurant Haut de gamme;Chaudière condensation gaz;Gaz;16.39757673;20;130.0436769;0.982603523;9.993E-05;0.0513
Café Hôtel Restaurant;Grand bar café tabac;Autre système centralisé;Urbain;24.43860146;25;124.0882839;0.672936869;0.041248998;0.0616
Commerce;Petit process;Autre système centralisé;Urbain;34.80362919;25;123.0242192;1.579665746;0.042328204;0.0616
Enseignement Recherche;Collège;PAC;Electricité;49.5915828;20;73.82080344;2.783818605;0.104902065;0.0774
Café Hôtel Restaurant;Moyen Hotel avec restaurant Haut de gamme;Electrique direct performant;Electricité;12;13;104.7579232;1;9.993E-05;0.0774
Sport Loisir Culture;Grand bar café tabac;Autre système centralisé;Autres;20.37669614;25;99.95088001;0.898767037;0.043096853;0.015468227
Café Hôtel Restaurant;Moyen Hotel avec restaurant Haut de gamme;PAC performant;Electricité;96.40809017;20;122.8327924;3.397956279;9.993E-05;0.0774
Santé Action Sociale;Cabinet médical;PAC;Electricité;27.33757992;20;71.74007621;2.831630233;0.090409271;0.0774
Café Hôtel Restaurant;Moyen Hotel avec restaurant Haut de gamme;Rooftop performant;Electricité;43.77086907;17;124.3738406;3.328610233;9.993E-05;0.0774
Commerce;Grand alimentaire;Autre système centralisé;Autres;26.86498283;25;91.61734955;1.650657873;0.044937669;0.015468227
Enseignement Recherche;Internat LEGT;Electrique direct;Electricité;10;13;126.408594;0.9;0.072917341;0.0774
Café Hôtel Restaurant;Moyen Hotel avec restaurant Luxe;Autre système centralisé performant;Autres;32.36905163;25;134.9468564;0.821054734;9.993E-05;0.015468227
Café Hôtel Restaurant;Moyen Hotel avec restaurant Luxe;Autre système centralisé performant;Urbain;32.48057756;25;154.3526495;0.744703327;9.993E-05;0.0616
Café Hôtel Restaurant;Moyen Hotel avec restaurant Luxe;Chaudière condensation fioul;Fioul;18.14899821;20;113.3289058;0.762500708;9.993E-05;0.074414716
Café Hôtel Restaurant;Moyen Hotel avec restaurant Luxe;Chaudière condensation gaz;Gaz;13.36284229;20;114.7696798;0.990096728;9.993E-05;0.0513
Sport Loisir Culture;Piscine;Cassette rayonnante;Electricité;10;10;41.41431687;0.8;0.057499374;0.0774
Santé Action Sociale;Garderie;PAC;Electricité;33.66031806;20;88.45952898;2.831630233;0.101604824;0.0774
Café Hôtel Restaurant;Grand Hotel avec restaurant Luxe;Autre système centralisé;Urbain;23.38300611;25;132.6844913;0.657553506;0.046171701;0.0616
Café Hôtel Restaurant;Moyen Hotel avec restaurant Luxe;Electrique direct performant;Electricité;12;13;93.08145077;1;9.993E-05;0.0774
Café Hôtel Restaurant;Petit Hotel sans restaurant Haut de gamme;Autre système centralisé;Autres;40.874178;25;187.1968576;0.740717047;0.046453931;0.015468227
Café Hôtel Restaurant;Moyen Hotel avec restaurant Luxe;PAC performant;Electricité;88.73070471;20;107.4122491;3.397956279;9.993E-05;0.0774
Enseignement Recherche;Collège;Autre système centralisé;Autres;17.26757655;25;67.31311377;0.787163727;0.047632553;0.015468227
Café Hôtel Restaurant;Moyen Hotel avec restaurant Luxe;Rooftop performant;Electricité;38.56386011;17;105.4653677;3.328610233;9.993E-05;0.0774
Sport Loisir Culture;Grande salle multisport;Cassette rayonnante;Electricité;10;10;23.15996621;0.8;0.060379519;0.0774
Sport Loisir Culture;Petit cinéma;PAC;Electricité;33.22882711;20;149.6509616;2.842911628;0.096070428;0.0774
Café Hôtel Restaurant;Moyen Hotel sans restaurant Bas de gamme;Autre système centralisé performant;Autres;38.59254997;25;133.1849401;0.844335619;9.993E-05;0.015468227
Café Hôtel Restaurant;Moyen Hotel sans restaurant Bas de gamme;Autre système centralisé performant;Urbain;38.92632305;25;135.4692134;0.764746648;9.993E-05;0.0616
Café Hôtel Restaurant;Moyen Hotel sans restaurant Bas de gamme;Chaudière condensation fioul;Fioul;25.28951263;20;145.2453434;0.754216465;9.993E-05;0.074414716
Café Hôtel Restaurant;Moyen Hotel sans restaurant Bas de gamme;Chaudière condensation gaz;Gaz;18.27493704;20;139.7839739;0.981810997;9.993E-05;0.0513
Enseignement Recherche;Lycée professionnel (LP);Autre système centralisé;Autres;18.37123861;25;76.22742141;0.772846207;0.048388885;0.015468227
Café Hôtel Restaurant;Grand bar café tabac;Rooftop;Electricité;31.50192105;17;81.68971161;2.672974884;0.108393854;0.0774
Sport Loisir Culture;Petite salle de spectacle;Autre système centralisé;Autres;50.95189485;25;135.6110873;1.970463783;0.048713754;0.015468227
Café Hôtel Restaurant;Moyen Hotel sans restaurant Bas de gamme;Electrique direct performant;Electricité;12;13;113.2011997;1;9.993E-05;0.0774
Habitat Communautaire;Maison de pré-retraite;Autre système centralisé;Urbain;15.83677577;25;107.9612959;1.711736467;0.049328722;0.0616
Café Hôtel Restaurant;Moyen Hotel sans restaurant Bas de gamme;PAC performant;Electricité;103.3669168;20;130.899734;3.397956279;9.993E-05;0.0774
Commerce;Entrepôt;Rooftop;Electricité;23.96806191;17;61.13423136;2.672974884;0.147492099;0.0774
Café Hôtel Restaurant;Moyen Hotel sans restaurant Bas de gamme;Rooftop performant;Electricité;48.04048416;17;130.0910522;3.328610233;9.993E-05;0.0774
Commerce;Entrepôt;Autre système centralisé;Autres;21.03181391;25;61.25040943;1.569943943;0.050203036;0.015468227
Café Hôtel Restaurant;Petite cantine;Rooftop;Electricité;133.0574;17;120.1616896;2.672974884;0.10784626;0.0774
Café Hôtel Restaurant;Moyen Hotel sans restaurant Haut de gamme;Autre système centralisé performant;Autres;35.90767919;25;114.6745673;0.797150504;9.993E-05;0.015468227
Café Hôtel Restaurant;Moyen Hotel sans restaurant Haut de gamme;Autre système centralisé performant;Urbain;36.07912958;25;125.0762569;0.773976124;9.993E-05;0.0616
Café Hôtel Restaurant;Moyen Hotel sans restaurant Haut de gamme;Chaudière condensation fioul;Fioul;22.64237352;20;135.1558765;0.754990906;9.993E-05;0.074414716
Café Hôtel Restaurant;Moyen Hotel sans restaurant Haut de gamme;Chaudière condensation gaz;Gaz;16.46148594;20;130.0551851;0.982585748;9.993E-05;0.0513
Sport Loisir Culture;Musée;Cassette rayonnante;Electricité;10;10;110.7316843;0.8;0.08362376;0.0774
Café Hôtel Restaurant;Moyen Hotel avec restaurant Bas de gamme;Autre système centralisé;Urbain;30.68279009;25;187.9299683;0.686636949;0.050345021;0.0616
Café Hôtel Restaurant;Petit Hotel avec restaurant Bas de gamme;Autre système centralisé;Autres;43.36277311;25;248.480283;0.686253263;0.050540911;0.015468227
Café Hôtel Restaurant;Moyen Hotel sans restaurant Haut de gamme;Electrique direct performant;Electricité;12;13;105.2512625;1;9.993E-05;0.0774
Enseignement Recherche;Cantine LP;PAC;Electricité;116.008662;20;317.4572023;2.783818605;0.082781987;0.0774
Café Hôtel Restaurant;Moyen Hotel sans restaurant Haut de gamme;PAC performant;Electricité;96.7715368;20;121.6789782;3.397956279;9.993E-05;0.0774
Sport Loisir Culture;Patinoire;Cassette rayonnante;Electricité;10;10;20.04192312;0.8;0.075077934;0.0774
Café Hôtel Restaurant;Moyen Hotel sans restaurant Haut de gamme;Rooftop performant;Electricité;43.97138448;17;120.5583024;3.328610233;9.993E-05;0.0774
Enseignement Recherche;Internat college;PAC;Electricité;45.17209666;20;123.6306879;2.783818605;0.091561845;0.0774
Santé Action Sociale;Centre accueil;PAC;Electricité;41.74804653;20;91.01388358;2.831630233;0.105381393;0.0774
Café Hôtel Restaurant;Moyen Hotel sans restaurant Luxe;Autre système centralisé performant;Autres;32.64712642;25;93.07731171;1.008;9.993E-05;0.015468227
Café Hôtel Restaurant;Moyen Hotel sans restaurant Luxe;Autre système centralisé performant;Urbain;32.63927526;25;112.8361518;0.822;9.993E-05;0.0616
Café Hôtel Restaurant;Moyen Hotel sans restaurant Luxe;Chaudière condensation fioul;Fioul;18.28128254;20;120.1060334;0.763718224;9.993E-05;0.074414716
Café Hôtel Restaurant;Moyen Hotel sans restaurant Luxe;Chaudière condensation gaz;Gaz;13.46109815;20;129.2606243;0.990923571;9.993E-05;0.0513
Enseignement Recherche;Internat LP;PAC;Electricité;47.02057002;20;134.6496277;2.783818605;0.081868487;0.0774
Sport Loisir Culture;Petit cinéma;Autre système centralisé;Autres;48.07648073;25;132.3110899;1.966165499;0.05176441;0.015468227
Enseignement Recherche;Cantine élémentaire;PAC;Electricité;128.002615;20;291.4951638;2.783818605;0.134918325;0.0774
Café Hôtel Restaurant;Moyen Hotel sans restaurant Luxe;Electrique direct performant;Electricité;12;13;103.9996378;1;9.993E-05;0.0774
Enseignement Recherche;Lycée professionnel (LP);Autre système centralisé;Urbain;18.10605306;25;86.8211915;0.80273449;0.052188107;0.0616
Café Hôtel Restaurant;Moyen Hotel sans restaurant Luxe;PAC performant;Electricité;89.20691051;20;126.1623757;3.406336744;9.993E-05;0.0774
Café Hôtel Restaurant;Petit bar café tabac;PAC;Electricité;68.85444147;20;128.6023319;2.831630233;0.083291613;0.0774
Café Hôtel Restaurant;Moyen Hotel sans restaurant Luxe;Rooftop performant;Electricité;38.80805445;17;122.2267025;3.336819668;9.993E-05;0.0774
Enseignement Recherche;Cantine LP;Electrique direct;Electricité;10;13;300.4865773;0.9;0.084431097;0.0774
Café Hôtel Restaurant;Grand Hotel avec restaurant Bas de gamme;Autre système centralisé;Urbain;19.04311118;25;98.44082597;0.59048215;0.052483455;0.0616
Café Hôtel Restaurant;Petit bar café tabac;Autre système centralisé performant;Autres;46.22250678;25;173.799719;0.844711052;9.993E-05;0.015468227
Café Hôtel Restaurant;Petit bar café tabac;Autre système centralisé performant;Urbain;46.2361383;25;183.5009359;0.829190029;9.993E-05;0.0616
Café Hôtel Restaurant;Petit bar café tabac;Chaudière condensation fioul;Fioul;50.194;20;133.0688795;0.747392582;9.993E-05;0.074414716
Café Hôtel Restaurant;Petit bar café tabac;Chaudière condensation gaz;Gaz;50.194;20;133.8838834;0.974998744;9.993E-05;0.0513
Habitat Communautaire;Foyers;Autre système centralisé;Urbain;16.75233614;25;109.2229148;1.67335611;0.05268971;0.0616
Enseignement Recherche;Lycée d’enseignement général et technologique (LEGT);Electrique direct;Electricité;10;13;64.12355727;0.9;0.103819347;0.0774
Commerce;Supermarché;Autre système centralisé;Autres;30.39396499;25;98.63062766;1.558456441;0.053694797;0.015468227
Café Hôtel Restaurant;Petit bar café tabac;Electrique direct performant;Electricité;12;13;105.4526925;1;9.993E-05;0.0774
Café Hôtel Restaurant;Grande cantine;Rooftop;Electricité;42.47555006;17;81.35828421;2.672974884;0.110240235;0.0774
Café Hôtel Restaurant;Petit bar café tabac;PAC performant;Electricité;86.06805184;20;128.6023319;3.397956279;9.993E-05;0.0774
Café Hôtel Restaurant;Grand restaurant rapide;Autre système centralisé;Urbain;49.106758;25;132.7042649;0.676860227;0.05393837;0.0616
Café Hôtel Restaurant;Petit bar café tabac;Rooftop performant;Electricité;83.160875;17;119.6938962;3.328610233;9.993E-05;0.0774
Enseignement Recherche;Cantine élémentaire;Electrique direct;Electricité;10;13;285.5395429;0.9;0.137265754;0.0774
Sport Loisir Culture;Petite salle multisport;Cassette rayonnante;Electricité;10;10;77.84701727;0.8;0.07289214;0.0774
Café Hôtel Restaurant;Petit Hotel avec restaurant Bas de gamme;Autre système centralisé performant;Autres;54.20346639;25;248.480283;0.823503915;9.993E-05;0.015468227
Café Hôtel Restaurant;Petit Hotel avec restaurant Bas de gamme;Autre système centralisé performant;Urbain;54.52931719;25;274.0554125;0.826127086;9.993E-05;0.0616
Café Hôtel Restaurant;Petit Hotel avec restaurant Bas de gamme;Chaudière condensation fioul;Fioul;38.10406927;20;197.1354542;0.751779607;9.993E-05;0.074414716
Café Hôtel Restaurant;Petit Hotel avec restaurant Bas de gamme;Chaudière condensation gaz;Gaz;26.52736354;20;211.6272649;0.979378945;9.993E-05;0.0513
Santé Action Sociale;Hopital maison;Autre système centralisé;Urbain;12.93065031;25;123.9303494;0.731333674;0.054697194;0.0616
Sport Loisir Culture;Grande salle multisport;Electrique direct;Electricité;10;13;23.84503771;0.9;0.067643073;0.0774
Enseignement Recherche;Internat LP;Electrique direct;Electricité;10;13;130.3548984;0.9;0.085365874;0.0774
Café Hôtel Restaurant;Petit Hotel avec restaurant Bas de gamme;Electrique direct performant;Electricité;12;13;149.7998112;1;9.993E-05;0.0774
Café Hôtel Restaurant;Moyen Hotel avec restaurant Bas de gamme;PAC;Electricité;81.4879499;20;130.7409507;2.831630233;0.089156313;0.0774
Café Hôtel Restaurant;Petit Hotel avec restaurant Bas de gamme;PAC performant;Electricité;136.9780141;20;178.7197853;3.397956279;9.993E-05;0.0774
Enseignement Recherche;école;Autre système centralisé;Autres;18.39163498;25;85.7494415;0.755910154;0.056323252;0.015468227
Café Hôtel Restaurant;Petit Hotel avec restaurant Bas de gamme;Rooftop performant;Electricité;73.51117448;17;181.0435141;3.328610233;9.993E-05;0.0774
Enseignement Recherche;Lycée professionnel (LP);Electrique direct;Electricité;10;13;63.37270396;0.9;0.107595802;0.0774
Enseignement Recherche;université;Autre système centralisé;Autres;19.43661017;25;74.58554529;0.777167183;0.056487328;0.015468227
Café Hôtel Restaurant;Petit Hotel avec restaurant Haut de gamme;Autre système centralisé performant;Autres;50.51617468;25;209.2126929;0.845796018;9.993E-05;0.015468227
Café Hôtel Restaurant;Petit Hotel avec restaurant Haut de gamme;Autre système centralisé performant;Urbain;50.80481807;25;237.5316642;0.823955094;9.993E-05;0.0616
Café Hôtel Restaurant;Petit Hotel avec restaurant Haut de gamme;Chaudière condensation fioul;Fioul;35.58144253;20;181.9506864;0.752377037;9.993E-05;0.074414716
Café Hôtel Restaurant;Petit Hotel avec restaurant Haut de gamme;Chaudière condensation gaz;Gaz;24.96267083;20;192.9143238;0.979975515;9.993E-05;0.0513
Santé Action Sociale;Centre accueil;Autre système centralisé;Urbain;16.149101;25;99.643201;0.713988635;0.056581905;0.0616
Commerce;Petit librairie;Autre système centralisé;Urbain;32.50740182;25;90.98496489;1.603848112;0.056701682;0.0616
Café Hôtel Restaurant;Grand restaurant rapide;PAC;Electricité;131.2054652;20;170.3529561;2.831630233;0.093863811;0.0774
Café Hôtel Restaurant;Petit Hotel avec restaurant Haut de gamme;Electrique direct performant;Electricité;12;13;137.1647099;1;9.993E-05;0.0774
Sport Loisir Culture;Piscine;Electrique direct;Electricité;10;13;43.57329245;0.9;0.069729974;0.0774
Café Hôtel Restaurant;Petit Hotel avec restaurant Haut de gamme;PAC performant;Electricité;130.1715953;20;160.0229322;3.397956279;9.993E-05;0.0774
Café Hôtel Restaurant;Petit Hotel avec restaurant Luxe;PAC;Electricité;98.47997536;20;139.0759949;2.831630233;0.097648181;0.0774
Café Hôtel Restaurant;Petit Hotel avec restaurant Haut de gamme;Rooftop performant;Electricité;67.02916548;17;162.3200247;3.328610233;9.993E-05;0.0774
Café Hôtel Restaurant;Grand restaurant traditionnel;PAC;Electricité;89.39449873;20;106.6067628;2.831630233;0.096726093;0.0774
Café Hôtel Restaurant;Petite cantine;Autre système centralisé;Urbain;73.78;25;151.5276467;0.664776715;0.058321126;0.0616
Café Hôtel Restaurant;Petit Hotel avec restaurant Luxe;Autre système centralisé performant;Autres;46.45474423;25;165.6157726;0.7368;9.993E-05;0.015468227
Café Hôtel Restaurant;Petit Hotel avec restaurant Luxe;Autre système centralisé performant;Urbain;46.47223024;25;227.9880548;0.84;9.993E-05;0.0616
Café Hôtel Restaurant;Petit Hotel avec restaurant Luxe;Chaudière condensation fioul;Fioul;31.00874217;20;151.9130937;0.760442591;9.993E-05;0.074414716
Café Hôtel Restaurant;Petit Hotel avec restaurant Luxe;Chaudière condensation gaz;Gaz;22.3442898;20;165.7015263;0.98804509;9.993E-05;0.0513
Café Hôtel Restaurant;Petit restaurant rapide;PAC;Electricité;47.07992883;20;114.3499719;2.831630233;0.085692321;0.0774
Santé Action Sociale;Hopital pavillonnaire;Electrique direct;Electricité;10;13;175.5440479;0.896416926;0.112032336;0.0774
Enseignement Recherche;Collège;Electrique direct;Electricité;10;13;63.20564887;0.9;0.121517968;0.0774
Café Hôtel Restaurant;Petit Hotel avec restaurant Luxe;Electrique direct performant;Electricité;12;13;120.5071677;1;9.993E-05;0.0774
Café Hôtel Restaurant;Grand Hotel avec restaurant Haut de gamme;Autre système centralisé;Urbain;17.96513335;25;88.07564825;0.621999029;0.05974219;0.0616
Café Hôtel Restaurant;Petit Hotel avec restaurant Luxe;PAC performant;Electricité;123.0999692;20;139.0759949;3.397956279;9.993E-05;0.0774
Habitat Communautaire;Résidentiel;Autre système centralisé;Urbain;24.79258732;25;91.84296586;1.641795924;0.059974711;0.0616
Café Hôtel Restaurant;Petit Hotel avec restaurant Luxe;Rooftop performant;Electricité;58.13058562;17;141.2199111;3.328610233;9.993E-05;0.0774
Commerce;Entrepôt;Electrique direct;Electricité;10;13;61.13423136;0.9;0.15853803;0.0774
Sport Loisir Culture;Salle non spécialisée;PAC;Electricité;59.38817174;20;72.18363613;2.838613953;0.083073848;0.0774
Café Hôtel Restaurant;Petit Hotel sans restaurant Bas de gamme;Autre système centralisé performant;Autres;55.43681738;25;197.7241064;0.829254496;9.993E-05;0.015468227
Café Hôtel Restaurant;Petit Hotel sans restaurant Bas de gamme;Autre système centralisé performant;Urbain;55.6240681;25;196.8638308;0.772;9.993E-05;0.0616
Café Hôtel Restaurant;Petit Hotel sans restaurant Bas de gamme;Chaudière condensation fioul;Fioul;38.97856561;20;221.2584534;0.751794894;9.993E-05;0.074414716
Café Hôtel Restaurant;Petit Hotel sans restaurant Bas de gamme;Chaudière condensation gaz;Gaz;27.08544634;20;199.7506386;0.979389222;9.993E-05;0.0513
Café Hôtel Restaurant;Petit bar café tabac;Autre système centralisé;Autres;36.97800542;25;173.799719;0.703925877;0.061724809;0.015468227
Café Hôtel Restaurant;Moyen Hotel sans restaurant Haut de gamme;Autre système centralisé;Urbain;28.86330366;25;125.0762569;0.644980103;0.062182505;0.0616
Bureaux Administration;immeuble peri urbain;Autre système centralisé;Urbain;21.3034712;25;183.0880401;0.649424652;0.062612371;0.0616
Café Hôtel Restaurant;Petit Hotel sans restaurant Bas de gamme;Electrique direct performant;Electricité;12;13;169.0880913;1;9.993E-05;0.0774
Café Hôtel Restaurant;Petit restaurant traditionnel;PAC;Electricité;46.84699233;20;117.4439898;2.831630233;0.098397368;0.0774
Café Hôtel Restaurant;Petit Hotel sans restaurant Bas de gamme;PAC performant;Electricité;140.2125829;20;193.5347688;3.397956279;9.993E-05;0.0774
Enseignement Recherche;Lycée d’enseignement général et technologique (LEGT);Autre système centralisé;Urbain;19.33907017;25;94.94438156;0.821475318;0.062924324;0.0616
Café Hôtel Restaurant;Petit Hotel sans restaurant Bas de gamme;Rooftop performant;Electricité;74.86984327;17;197.1674418;3.328610233;9.993E-05;0.0774
