BRANCHE;BAT_TYPE;USAGE;Etat de référence RT2000;2010-2015;2015-2020;2020-2030;2030-2040;2040-2050
Enseignement Recherche;R&D sciences physiques et naturelles;Auxiliaires;2.34;1.64;0.82;0.65;0.52;0.42
Enseignement Recherche;université;Auxiliaires;0.52;0.36;0.18;0.15;0.12;0.09
Habitat Communautaire;Foyers;Auxiliaires;0.07;0.05;0.02;0.02;0.02;0.01
Habitat Communautaire;Maison de pré-retraite;Auxiliaires;0.66;0.46;0.23;0.18;0.15;0.12
Habitat Communautaire;Maison retraite médicalisée;Auxiliaires;0.90;0.63;0.31;0.25;0.20;0.16
Habitat Communautaire;Résidence universitaire;Auxiliaires;0.15;0.10;0.05;0.04;0.03;0.03
Habitat Communautaire;Résidentiel;Auxiliaires;0.06;0.04;0.02;0.02;0.01;0.01
Santé Action Sociale;Cabinet médical;Auxiliaires;0.12;0.08;0.04;0.03;0.03;0.02
Santé Action Sociale;Centre accueil;Auxiliaires;0.06;0.04;0.02;0.02;0.01;0.01
Santé Action Sociale;Garderie;Auxiliaires;0.11;0.07;0.04;0.03;0.02;0.02
Santé Action Sociale;Hopital bloc;Auxiliaires;1.59;1.11;0.56;0.45;0.36;0.28
Santé Action Sociale;Hopital maison;Auxiliaires;6.08;4.25;2.13;1.70;1.36;1.09
Santé Action Sociale;Hopital pavillonnaire;Auxiliaires;1.59;1.11;0.56;0.45;0.36;0.28
Sport Loisir Culture;Grand bar café tabac loisir;Auxiliaires;8.22;5.76;2.88;2.30;1.84;1.47
Sport Loisir Culture;Grand cinéma;Auxiliaires;18.50;12.95;6.47;5.18;4.14;3.32
Sport Loisir Culture;Grande salle de spectacle;Auxiliaires;23.48;16.44;8.22;6.58;5.26;4.21
Sport Loisir Culture;Grande salle multisport;Auxiliaires;1.98;1.39;0.69;0.56;0.44;0.36
Sport Loisir Culture;Immeuble péri urbain;Auxiliaires;0.89;0.62;0.31;0.25;0.20;0.16
Sport Loisir Culture;Musée;Auxiliaires;11.13;7.79;3.90;3.12;2.49;2.00
Sport Loisir Culture;loisir nr;ECS;33.12;33.12;33.12;26.50;21.20;16.96
Sport Loisir Culture;Patinoire;Auxiliaires;7.68;5.38;2.69;2.15;1.72;1.38
Sport Loisir Culture;Petit cinéma;Auxiliaires;14.13;9.89;4.94;3.96;3.16;2.53
Sport Loisir Culture;Petite salle de spectacle;Auxiliaires;15.41;10.79;5.39;4.31;3.45;2.76
Sport Loisir Culture;Petite salle multisport;Auxiliaires;3.14;2.20;1.10;0.88;0.70;0.56
Sport Loisir Culture;Piscine;Auxiliaires;5.37;3.76;1.88;1.50;1.20;0.96
Sport Loisir Culture;Salle non spécialisée;Auxiliaires;3.10;2.17;1.08;0.87;0.69;0.56
Sport Loisir Culture;Vestiaire et rangement;Auxiliaires;2.77;1.94;0.97;0.78;0.62;0.50
Sport Loisir Culture;loisir nr;Eclairage;205.66;143.96;86.38;69.10;55.28;44.23
Bureaux Administration;immeuble peri urbain;Ventilation;2.90;2.90;2.90;2.32;1.86;1.49
Bureaux Administration;immeuble rénové;Ventilation;3.55;3.55;3.55;2.84;2.27;1.82
Bureaux Administration;immeuble résidentiel;Ventilation;1.55;1.55;1.55;1.24;0.99;0.79
Bureaux Administration;plateau large bureau paysagés;Ventilation;8.13;8.13;8.13;6.51;5.21;4.16
Bureaux Administration;plateau large bureaux cloisonnés;Ventilation;3.91;3.91;3.91;3.13;2.50;2.00
Bureaux Administration;plateau mince;Ventilation;10.95;10.95;10.95;8.76;7.01;5.60
Café Hôtel Restaurant;Grand bar café tabac;Ventilation;11.79;11.79;11.79;9.43;7.55;6.04
Café Hôtel Restaurant;Grand Hotel avec restaurant Bas de gamme;Ventilation;9.00;9.00;9.00;7.20;5.76;4.61
Café Hôtel Restaurant;Grand Hotel avec restaurant Haut de gamme;Ventilation;8.98;8.98;8.98;7.19;5.75;4.60
Café Hôtel Restaurant;Grand Hotel avec restaurant Luxe;Ventilation;7.86;7.86;7.86;6.29;5.03;4.03
Café Hôtel Restaurant;Grand Hotel sans restaurant Bas de gamme;Ventilation;10.62;10.62;10.62;8.50;6.80;5.44
Café Hôtel Restaurant;Grand Hotel sans restaurant Haut de gamme;Ventilation;10.25;10.25;10.25;8.20;6.56;5.25
Café Hôtel Restaurant;Grand Hotel sans restaurant Luxe;Ventilation;10.08;10.08;10.08;8.06;6.45;5.16
Café Hôtel Restaurant;Grand restaurant rapide;Ventilation;12.22;12.22;12.22;9.78;7.82;6.26
Café Hôtel Restaurant;Grand restaurant traditionnel;Ventilation;12.00;12.00;12.00;9.60;7.68;6.14
Café Hôtel Restaurant;Grande cantine;Ventilation;6.26;6.26;6.26;5.01;4.01;3.20
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Haut de gamme;Ventilation;10.08;10.08;10.08;8.06;6.45;5.16
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Luxe;Ventilation;8.41;8.41;8.41;6.73;5.38;4.31
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Ventilation;10.08;10.08;10.08;8.06;6.45;5.16
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Luxe;Ventilation;10.08;10.08;10.08;8.06;6.45;5.16
Café Hôtel Restaurant;Moyen Hotel avec restaurant Bas de gamme;Ventilation;9.07;9.07;9.07;7.25;5.80;4.64
Café Hôtel Restaurant;Moyen Hotel avec restaurant Haut de gamme;Ventilation;8.82;8.82;8.82;7.06;5.65;4.52
Café Hôtel Restaurant;Moyen Hotel avec restaurant Luxe;Ventilation;7.88;7.88;7.88;6.30;5.04;4.03
Café Hôtel Restaurant;Moyen Hotel sans restaurant Bas de gamme;Ventilation;10.65;10.65;10.65;8.52;6.82;5.45
Café Hôtel Restaurant;Moyen Hotel sans restaurant Haut de gamme;Ventilation;10.47;10.47;10.47;8.37;6.70;5.36
Café Hôtel Restaurant;Moyen Hotel sans restaurant Luxe;Ventilation;9.17;9.17;9.17;7.33;5.87;4.69
Café Hôtel Restaurant;Petit bar café tabac;Ventilation;12.13;12.13;12.13;9.70;7.76;6.21
Café Hôtel Restaurant;Petit Hotel avec restaurant Bas de gamme;Ventilation;8.22;8.22;8.22;6.57;5.26;4.21
Café Hôtel Restaurant;Petit Hotel avec restaurant Haut de gamme;Ventilation;8.15;8.15;8.15;6.52;5.22;4.17
Café Hôtel Restaurant;Petit Hotel avec restaurant Luxe;Ventilation;8.20;8.20;8.20;6.56;5.25;4.20
Café Hôtel Restaurant;Petit Hotel sans restaurant Bas de gamme;Ventilation;10.52;10.52;10.52;8.42;6.74;5.39
Café Hôtel Restaurant;Petit Hotel sans restaurant Haut de gamme;Ventilation;10.81;10.81;10.81;8.65;6.92;5.53
Café Hôtel Restaurant;Petit Hotel sans restaurant Luxe;Ventilation;10.08;10.08;10.08;8.06;6.45;5.16
Café Hôtel Restaurant;Petit restaurant rapide;Ventilation;15.38;15.38;15.38;12.30;9.84;7.87
Café Hôtel Restaurant;Petit restaurant traditionnel;Ventilation;15.33;15.33;15.33;12.26;9.81;7.85
Café Hôtel Restaurant;Petite cantine;Ventilation;9.70;9.70;9.70;7.76;6.21;4.97
Commerce;Complexe brico;Ventilation;2.82;2.82;2.82;2.25;1.80;1.44
Commerce;Entrepôt;Ventilation;0.00;0.00;0.00;0.00;0.00;0.00
Commerce;Grand alimentaire;Ventilation;3.33;3.33;3.33;2.66;2.13;1.70
Commerce;Grand brico;Ventilation;2.81;2.81;2.81;2.25;1.80;1.44
Commerce;Grand commerce de gros;Ventilation;3.46;3.46;3.46;2.77;2.22;1.77
Commerce;Grand librairie;Ventilation;3.36;3.36;3.36;2.68;2.15;1.72
Commerce;Grand Mode;Ventilation;3.36;3.36;3.36;2.69;2.15;1.72
Commerce;Grand process;Ventilation;3.34;3.34;3.34;2.67;2.14;1.71
Commerce;Hypermarché;Ventilation;2.88;2.88;2.88;2.30;1.84;1.47
Commerce;Petit boulangerie;Ventilation;3.57;3.57;3.57;2.86;2.29;1.83
Commerce;Petit brico;Ventilation;3.26;3.26;3.26;2.61;2.09;1.67
Commerce;Petit commerce de gros;Ventilation;3.32;3.32;3.32;2.65;2.12;1.70
Commerce;Petit librairie;Ventilation;3.33;3.33;3.33;2.66;2.13;1.70
Commerce;Petit mode;Ventilation;3.32;3.32;3.32;2.66;2.13;1.70
Commerce;Petit poissonnerie;Ventilation;3.29;3.29;3.29;2.63;2.11;1.68
Commerce;Petit process;Ventilation;3.27;3.27;3.27;2.61;2.09;1.67
Commerce;Superette;Ventilation;2.89;2.89;2.89;2.31;1.85;1.48
Commerce;Supermarché;Ventilation;2.94;2.94;2.94;2.35;1.88;1.51
Commerce;ZAC Mode;Ventilation;2.85;2.85;2.85;2.28;1.82;1.46
Enseignement Recherche;Cantine collége;Ventilation;6.46;6.46;6.46;5.17;4.14;3.31
Enseignement Recherche;Cantine élémentaire;Ventilation;5.12;5.12;5.12;4.10;3.28;2.62
Enseignement Recherche;Cantine LEGT;Ventilation;6.48;6.48;6.48;5.18;4.15;3.32
Enseignement Recherche;Cantine LP;Ventilation;7.04;7.04;7.04;5.63;4.51;3.61
Enseignement Recherche;Cantine préélémentaire;Ventilation;5.07;5.07;5.07;4.05;3.24;2.59
Enseignement Recherche;Collège;Ventilation;0.95;0.95;0.95;0.76;0.61;0.49
Enseignement Recherche;école;Ventilation;2.34;2.34;2.34;1.87;1.50;1.20
Enseignement Recherche;Elémentaire;Ventilation;0.52;0.52;0.52;0.42;0.33;0.27
Enseignement Recherche;Internat college;Ventilation;3.57;3.57;3.57;2.85;2.28;1.83
Enseignement Recherche;Internat LEGT;Ventilation;3.45;3.45;3.45;2.76;2.21;1.77
Enseignement Recherche;Internat LP;Ventilation;3.40;3.40;3.40;2.72;2.17;1.74
Enseignement Recherche;Lycée d’enseignement général et technologique (LEGT);Ventilation;0.96;0.96;0.96;0.77;0.62;0.49
Enseignement Recherche;Lycée professionnel (LP);Ventilation;0.96;0.96;0.96;0.77;0.62;0.49
Enseignement Recherche;Préélémentaire;Ventilation;0.52;0.52;0.52;0.42;0.33;0.27
Enseignement Recherche;R&D en sciences humaines et sociales;Ventilation;1.58;1.58;1.58;1.26;1.01;0.81
Enseignement Recherche;R&D sciences physiques et naturelles;Ventilation;1.63;1.63;1.63;1.31;1.05;0.84
Enseignement Recherche;université;Ventilation;2.31;2.31;2.31;1.84;1.48;1.18
Habitat Communautaire;Foyers;Ventilation;9.15;9.15;9.15;7.32;5.86;4.69
Habitat Communautaire;Maison de pré-retraite;Ventilation;3.84;3.84;3.84;3.08;2.46;1.97
Habitat Communautaire;Maison retraite médicalisée;Ventilation;5.82;5.82;5.82;4.65;3.72;2.98
Habitat Communautaire;Résidence universitaire;Ventilation;8.51;8.51;8.51;6.81;5.45;4.36
Habitat Communautaire;Résidentiel;Ventilation;3.87;3.87;3.87;3.10;2.48;1.98
Santé Action Sociale;Cabinet médical;Ventilation;5.31;5.31;5.31;4.25;3.40;2.72
Santé Action Sociale;Centre accueil;Ventilation;5.48;5.48;5.48;4.38;3.51;2.80
Santé Action Sociale;Garderie;Ventilation;7.18;7.18;7.18;5.74;4.59;3.67
Santé Action Sociale;Hopital bloc;Ventilation;15.84;15.84;15.84;12.67;10.14;8.11
Santé Action Sociale;Hopital maison;Ventilation;45.39;45.39;45.39;36.31;29.05;23.24
Santé Action Sociale;Hopital pavillonnaire;Ventilation;15.84;15.84;15.84;12.67;10.14;8.11
Sport Loisir Culture;Grand bar café tabac loisir;Ventilation;12.39;12.39;12.39;9.92;7.93;6.35
Sport Loisir Culture;Grand cinéma;Ventilation;7.41;7.41;7.41;5.92;4.74;3.79
Sport Loisir Culture;Grande salle de spectacle;Ventilation;9.14;9.14;9.14;7.31;5.85;4.68
Sport Loisir Culture;Grande salle multisport;Ventilation;4.25;4.25;4.25;3.40;2.72;2.17
Sport Loisir Culture;Immeuble péri urbain;Ventilation;3.23;3.23;3.23;2.58;2.07;1.65
Sport Loisir Culture;Musée;Ventilation;3.09;3.09;3.09;2.47;1.98;1.58
Sport Loisir Culture;loisir nr;Bureautique;0.00;0.00;0.00;0.00;0.00;0.00
Sport Loisir Culture;Patinoire;Ventilation;10.34;10.34;10.34;8.27;6.61;5.29
Sport Loisir Culture;Petit cinéma;Ventilation;5.73;5.73;5.73;4.58;3.66;2.93
Sport Loisir Culture;Petite salle de spectacle;Ventilation;2.69;2.69;2.69;2.15;1.72;1.38
Sport Loisir Culture;Petite salle multisport;Ventilation;6.28;6.28;6.28;5.02;4.02;3.22
Sport Loisir Culture;Piscine;Ventilation;7.35;7.35;7.35;5.88;4.70;3.76
Sport Loisir Culture;Salle non spécialisée;Ventilation;1.15;1.15;1.15;0.92;0.74;0.59
Sport Loisir Culture;Vestiaire et rangement;Ventilation;2.10;2.10;2.10;1.68;1.34;1.07
Sport Loisir Culture;loisir nr;Process;0.00;0.00;0.00;0.00;0.00;0.00
Bureaux Administration;immeuble peri urbain;ECS;5.54;5.54;5.54;4.43;3.54;2.84
Bureaux Administration;immeuble rénové;ECS;5.54;5.54;5.54;4.43;3.54;2.84
Bureaux Administration;immeuble résidentiel;ECS;5.54;5.54;5.54;4.43;3.54;2.84
Bureaux Administration;plateau large bureau paysagés;ECS;5.54;5.54;5.54;4.43;3.54;2.84
Bureaux Administration;plateau large bureaux cloisonnés;ECS;5.54;5.54;5.54;4.43;3.54;2.84
Bureaux Administration;plateau mince;ECS;5.54;5.54;5.54;4.43;3.54;2.84
Café Hôtel Restaurant;Grand bar café tabac;ECS;24.60;24.60;24.60;19.68;15.74;12.60
Café Hôtel Restaurant;Grand Hotel avec restaurant Bas de gamme;ECS;35.86;35.86;35.86;28.68;22.95;18.36
Café Hôtel Restaurant;Grand Hotel avec restaurant Haut de gamme;ECS;50.69;50.69;50.69;40.55;32.44;25.95
Café Hôtel Restaurant;Grand Hotel avec restaurant Luxe;ECS;33.78;33.78;33.78;27.02;21.62;17.29
Café Hôtel Restaurant;Grand Hotel sans restaurant Bas de gamme;ECS;39.79;39.79;39.79;31.83;25.47;20.37
Café Hôtel Restaurant;Grand Hotel sans restaurant Haut de gamme;ECS;52.91;52.91;52.91;42.33;33.86;27.09
Café Hôtel Restaurant;Grand Hotel sans restaurant Luxe;ECS;35.94;35.94;35.94;28.75;23.00;18.40
Café Hôtel Restaurant;Grand restaurant rapide;ECS;24.60;24.60;24.60;19.68;15.74;12.60
Café Hôtel Restaurant;Grand restaurant traditionnel;ECS;24.60;24.60;24.60;19.68;15.74;12.60
Café Hôtel Restaurant;Grande cantine;ECS;24.60;24.60;24.60;19.68;15.74;12.60
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Haut de gamme;ECS;35.94;35.94;35.94;28.75;23.00;18.40
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Luxe;ECS;34.32;34.32;34.32;27.45;21.96;17.57
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Haut de Gamme;ECS;35.94;35.94;35.94;28.75;23.00;18.40
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Luxe;ECS;35.94;35.94;35.94;28.75;23.00;18.40
Café Hôtel Restaurant;Moyen Hotel avec restaurant Bas de gamme;ECS;35.24;35.24;35.24;28.19;22.55;18.04
Café Hôtel Restaurant;Moyen Hotel avec restaurant Haut de gamme;ECS;56.12;56.12;56.12;44.90;35.92;28.73
Café Hôtel Restaurant;Moyen Hotel avec restaurant Luxe;ECS;33.78;33.78;33.78;27.02;21.62;17.29
Café Hôtel Restaurant;Moyen Hotel sans restaurant Bas de gamme;ECS;38.98;38.98;38.98;31.18;24.95;19.96
Café Hôtel Restaurant;Moyen Hotel sans restaurant Haut de gamme;ECS;61.22;61.22;61.22;48.98;39.18;31.35
Café Hôtel Restaurant;Moyen Hotel sans restaurant Luxe;ECS;37.01;37.01;37.01;29.61;23.69;18.95
Café Hôtel Restaurant;Petit bar café tabac;ECS;24.60;24.60;24.60;19.68;15.74;12.60
Café Hôtel Restaurant;Petit Hotel avec restaurant Bas de gamme;ECS;30.30;30.30;30.30;24.24;19.39;15.51
Café Hôtel Restaurant;Petit Hotel avec restaurant Haut de gamme;ECS;46.45;46.45;46.45;37.16;29.73;23.78
Café Hôtel Restaurant;Petit Hotel avec restaurant Luxe;ECS;32.43;32.43;32.43;25.94;20.75;16.60
Café Hôtel Restaurant;Petit Hotel sans restaurant Bas de gamme;ECS;32.73;32.73;32.73;26.18;20.95;16.76
Café Hôtel Restaurant;Petit Hotel sans restaurant Haut de gamme;ECS;50.07;50.07;50.07;40.05;32.04;25.64
Café Hôtel Restaurant;Petit Hotel sans restaurant Luxe;ECS;35.94;35.94;35.94;28.75;23.00;18.40
Café Hôtel Restaurant;Petit restaurant rapide;ECS;24.60;24.60;24.60;19.68;15.74;12.60
Café Hôtel Restaurant;Petit restaurant traditionnel;ECS;24.60;24.60;24.60;19.68;15.74;12.60
Café Hôtel Restaurant;Petite cantine;ECS;24.60;24.60;24.60;19.68;15.74;12.60
Commerce;Complexe brico;ECS;9.94;9.94;9.94;7.95;6.36;5.09
Commerce;Entrepôt;ECS;0.00;0.00;0.00;0.00;0.00;0.00
Commerce;Grand alimentaire;ECS;12.43;12.43;12.43;9.94;7.96;6.36
Commerce;Grand brico;ECS;9.94;9.94;9.94;7.95;6.36;5.09
Commerce;Grand commerce de gros;ECS;10.03;10.03;10.03;8.02;6.42;5.13
Commerce;Grand librairie;ECS;9.94;9.94;9.94;7.95;6.36;5.09
Commerce;Grand Mode;ECS;9.94;9.94;9.94;7.95;6.36;5.09
Commerce;Grand process;ECS;26.31;26.31;26.31;21.05;16.84;13.47
Commerce;Hypermarché;ECS;12.66;12.66;12.66;10.12;8.10;6.48
Commerce;Petit boulangerie;ECS;12.47;12.47;12.47;9.98;7.98;6.39
Commerce;Petit brico;ECS;9.94;9.94;9.94;7.95;6.36;5.09
Commerce;Petit commerce de gros;ECS;10.03;10.03;10.03;8.02;6.42;5.13
Commerce;Petit librairie;ECS;9.94;9.94;9.94;7.95;6.36;5.09
Commerce;Petit mode;ECS;9.94;9.94;9.94;7.95;6.36;5.09
Commerce;Petit poissonnerie;ECS;12.47;12.47;12.47;9.98;7.98;6.39
Commerce;Petit process;ECS;26.31;26.31;26.31;21.05;16.84;13.47
Commerce;Superette;ECS;12.66;12.66;12.66;10.12;8.10;6.48
Commerce;Supermarché;ECS;12.66;12.66;12.66;10.12;8.10;6.48
Commerce;ZAC Mode;ECS;12.66;12.66;12.66;10.12;8.10;6.48
Enseignement Recherche;Cantine collége;ECS;8.30;8.30;8.30;6.64;5.31;4.25
Enseignement Recherche;Cantine élémentaire;ECS;9.28;9.28;9.28;7.42;5.94;4.75
Enseignement Recherche;Cantine LEGT;ECS;8.30;8.30;8.30;6.64;5.31;4.25
Enseignement Recherche;Cantine LP;ECS;8.30;8.30;8.30;6.64;5.31;4.25
Enseignement Recherche;Cantine préélémentaire;ECS;9.28;9.28;9.28;7.42;5.94;4.75
Enseignement Recherche;Collège;ECS;8.30;8.30;8.30;6.64;5.31;4.25
Enseignement Recherche;école;ECS;15.79;15.79;15.79;12.63;10.10;8.08
Enseignement Recherche;Elémentaire;ECS;9.28;9.28;9.28;7.42;5.94;4.75
Enseignement Recherche;Internat college;ECS;8.30;8.30;8.30;6.64;5.31;4.25
Enseignement Recherche;Internat LEGT;ECS;8.30;8.30;8.30;6.64;5.31;4.25
Enseignement Recherche;Internat LP;ECS;8.30;8.30;8.30;6.64;5.31;4.25
Enseignement Recherche;Lycée d’enseignement général et technologique (LEGT);ECS;8.30;8.30;8.30;6.64;5.31;4.25
Enseignement Recherche;Lycée professionnel (LP);ECS;8.30;8.30;8.30;6.64;5.31;4.25
Enseignement Recherche;Préélémentaire;ECS;9.28;9.28;9.28;7.42;5.94;4.75
Enseignement Recherche;R&D en sciences humaines et sociales;ECS;15.79;15.79;15.79;12.63;10.10;8.08
Enseignement Recherche;R&D sciences physiques et naturelles;ECS;15.79;15.79;15.79;12.63;10.10;8.08
Enseignement Recherche;université;ECS;15.79;15.79;15.79;12.63;10.10;8.08
Habitat Communautaire;Foyers;ECS;26.67;26.67;26.67;21.33;17.07;13.65
Habitat Communautaire;Maison de pré-retraite;ECS;26.67;26.67;26.67;21.33;17.07;13.65
Habitat Communautaire;Maison retraite médicalisée;ECS;26.67;26.67;26.67;21.33;17.07;13.65
Habitat Communautaire;Résidence universitaire;ECS;26.67;26.67;26.67;21.33;17.07;13.65
Habitat Communautaire;Résidentiel;ECS;26.67;26.67;26.67;21.33;17.07;13.65
Santé Action Sociale;Cabinet médical;ECS;27.09;27.09;27.09;21.68;17.34;13.87
Santé Action Sociale;Centre accueil;ECS;27.05;27.05;27.05;21.64;17.31;13.85
Santé Action Sociale;Garderie;ECS;27.06;27.06;27.06;21.64;17.32;13.85
Santé Action Sociale;Hopital bloc;ECS;27.06;27.06;27.06;21.65;17.32;13.86
Santé Action Sociale;Hopital maison;ECS;27.06;27.06;27.06;21.65;17.32;13.86
Santé Action Sociale;Hopital pavillonnaire;ECS;27.06;27.06;27.06;21.65;17.32;13.86
Sport Loisir Culture;Grand bar café tabac loisir;ECS;24.50;24.50;24.50;19.60;15.68;12.54
Sport Loisir Culture;Grand cinéma;ECS;10.05;10.05;10.05;8.04;6.43;5.15
Sport Loisir Culture;Grande salle de spectacle;ECS;17.39;17.39;17.39;13.91;11.13;8.91
Sport Loisir Culture;Grande salle multisport;ECS;50.29;50.29;50.29;40.23;32.19;25.75
Sport Loisir Culture;Immeuble péri urbain;ECS;5.52;5.52;5.52;4.41;3.53;2.83
Sport Loisir Culture;Musée;ECS;5.69;5.69;5.69;4.55;3.64;2.91
Sport Loisir Culture;loisir nr;Froid_alimentaire;0.00;0.00;0.00;0.00;0.00;0.00
Sport Loisir Culture;Patinoire;ECS;28.04;28.04;28.04;22.43;17.95;14.36
Sport Loisir Culture;Petit cinéma;ECS;17.04;17.04;17.04;13.63;10.91;8.73
Sport Loisir Culture;Petite salle de spectacle;ECS;16.03;16.03;16.03;12.83;10.26;8.21
Sport Loisir Culture;Petite salle multisport;ECS;67.06;67.06;67.06;53.65;42.92;34.33
Sport Loisir Culture;Piscine;ECS;97.19;97.19;97.19;77.75;62.20;49.76
Sport Loisir Culture;Salle non spécialisée;ECS;32.79;32.79;32.79;26.23;20.99;16.79
Sport Loisir Culture;Vestiaire et rangement;ECS;248.12;248.12;248.12;198.49;158.80;127.04
Sport Loisir Culture;loisir nr;Autre;0.10;0.10;0.10;0.08;0.07;0.05
Bureaux Administration;immeuble peri urbain;Eclairage;21.30;14.91;8.95;7.16;5.73;4.58
Bureaux Administration;immeuble rénové;Eclairage;27.35;19.14;11.49;9.19;7.35;5.88
Bureaux Administration;immeuble résidentiel;Eclairage;5.32;3.72;2.23;1.79;1.43;1.14
Bureaux Administration;plateau large bureau paysagés;Eclairage;16.66;11.66;7.00;5.60;4.48;3.58
Bureaux Administration;plateau large bureaux cloisonnés;Eclairage;16.34;11.44;6.86;5.49;4.39;3.51
Bureaux Administration;plateau mince;Eclairage;11.43;8.00;4.80;3.84;3.07;2.46
Café Hôtel Restaurant;Grand bar café tabac;Eclairage;40.32;28.22;16.93;13.55;10.84;8.67
Café Hôtel Restaurant;Grand Hotel avec restaurant Bas de gamme;Eclairage;19.69;13.79;8.27;6.62;5.29;4.23
Café Hôtel Restaurant;Grand Hotel avec restaurant Haut de gamme;Eclairage;21.31;14.92;8.95;7.16;5.73;4.58
Café Hôtel Restaurant;Grand Hotel avec restaurant Luxe;Eclairage;23.44;16.40;9.84;7.87;6.30;5.04
Café Hôtel Restaurant;Grand Hotel sans restaurant Bas de gamme;Eclairage;20.08;14.06;8.43;6.75;5.40;4.32
Café Hôtel Restaurant;Grand Hotel sans restaurant Haut de gamme;Eclairage;21.38;14.97;8.98;7.18;5.75;4.60
Café Hôtel Restaurant;Grand Hotel sans restaurant Luxe;Eclairage;22.35;15.65;9.39;7.51;6.01;4.81
Café Hôtel Restaurant;Grand restaurant rapide;Eclairage;25.88;18.12;10.87;8.70;6.96;5.57
Café Hôtel Restaurant;Grand restaurant traditionnel;Eclairage;31.46;22.02;13.21;10.57;8.46;6.77
Café Hôtel Restaurant;Grande cantine;Eclairage;15.76;11.03;6.62;5.29;4.24;3.39
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Haut de gamme;Eclairage;22.35;15.65;9.39;7.51;6.01;4.81
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Luxe;Eclairage;20.09;14.07;8.44;6.75;5.40;4.32
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Eclairage;22.35;15.65;9.39;7.51;6.01;4.81
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Luxe;Eclairage;22.35;15.65;9.39;7.51;6.01;4.81
Café Hôtel Restaurant;Moyen Hotel avec restaurant Bas de gamme;Eclairage;19.02;13.31;7.99;6.39;5.11;4.09
Café Hôtel Restaurant;Moyen Hotel avec restaurant Haut de gamme;Eclairage;20.53;14.37;8.62;6.90;5.52;4.41
Café Hôtel Restaurant;Moyen Hotel avec restaurant Luxe;Eclairage;18.91;13.24;7.94;6.35;5.08;4.07
Café Hôtel Restaurant;Moyen Hotel sans restaurant Bas de gamme;Eclairage;19.02;13.31;7.99;6.39;5.11;4.09
Café Hôtel Restaurant;Moyen Hotel sans restaurant Haut de gamme;Eclairage;20.23;14.16;8.50;6.80;5.44;4.35
Café Hôtel Restaurant;Moyen Hotel sans restaurant Luxe;Eclairage;20.23;14.16;8.50;6.80;5.44;4.35
Café Hôtel Restaurant;Petit bar café tabac;Eclairage;35.27;24.69;14.81;11.85;9.48;7.58
Café Hôtel Restaurant;Petit Hotel avec restaurant Bas de gamme;Eclairage;18.63;13.04;7.82;6.26;5.01;4.01
Café Hôtel Restaurant;Petit Hotel avec restaurant Haut de gamme;Eclairage;19.57;13.70;8.22;6.57;5.26;4.21
Café Hôtel Restaurant;Petit Hotel avec restaurant Luxe;Eclairage;21.22;14.86;8.91;7.13;5.70;4.56
Café Hôtel Restaurant;Petit Hotel sans restaurant Bas de gamme;Eclairage;18.63;13.04;7.82;6.26;5.01;4.01
Café Hôtel Restaurant;Petit Hotel sans restaurant Haut de gamme;Eclairage;19.57;13.70;8.22;6.57;5.26;4.21
Café Hôtel Restaurant;Petit Hotel sans restaurant Luxe;Eclairage;22.35;15.65;9.39;7.51;6.01;4.81
Café Hôtel Restaurant;Petit restaurant rapide;Eclairage;26.60;18.62;11.17;8.94;7.15;5.72
Café Hôtel Restaurant;Petit restaurant traditionnel;Eclairage;26.60;18.62;11.17;8.94;7.15;5.72
Café Hôtel Restaurant;Petite cantine;Eclairage;15.40;10.78;6.47;5.17;4.14;3.31
Commerce;Complexe brico;Eclairage;50.65;35.45;21.27;17.02;13.61;10.89
Commerce;Entrepôt;Eclairage;40.57;28.40;17.04;13.63;10.90;8.72
Commerce;Grand alimentaire;Eclairage;31.80;22.26;13.36;10.69;8.55;6.84
Commerce;Grand brico;Eclairage;50.65;35.45;21.27;17.02;13.61;10.89
Commerce;Grand commerce de gros;Eclairage;57.19;40.03;24.02;19.21;15.37;12.30
Commerce;Grand librairie;Eclairage;29.70;20.79;12.48;9.98;7.98;6.39
Commerce;Grand Mode;Eclairage;29.70;20.79;12.48;9.98;7.98;6.39
Commerce;Grand process;Eclairage;29.70;20.79;12.48;9.98;7.98;6.39
Commerce;Hypermarché;Eclairage;80.92;56.64;33.98;27.19;21.75;17.40
Commerce;Petit boulangerie;Eclairage;36.05;25.23;15.14;12.11;9.69;7.75
Commerce;Petit brico;Eclairage;31.02;21.71;13.03;10.42;8.34;6.67
Commerce;Petit commerce de gros;Eclairage;57.35;40.14;24.09;19.27;15.42;12.33
