SCENARIO;BRANCHE;SS_BRANCHE;BAT_TYPE;PERIODE_DETAIL;PERIODE_SIMPLE;ENERGIE;BESOIN;SURFACE_CHAUFFEE;ETABLISSEMENTS;COUT_PLAN_MIN;COUT_PLAN_MAX;COUT_FEN_MIN;COUT_FEN_MAX;COUT_MUR_MIN;COUT_MUR_MAX;COUT_TOIT_MIN;COUT_TOIT_MAX
BBC renovation;Café Hôtel Restaurant;Café, cantine, traiteur;Petit bar café tabac;1981-1998;1981-1998;Autres;543675,96250359;28550;28422,55;1284750;1570250;9153843,75;11080968,75;481781,25;770850;0;0
Maximal;Enseignement Recherche;Enseignement secondaire;Internat college;2000-2007;1999-2008;Urbain;293064,409967028;16066,205194146;16066,205194146;187439,06059837;240993,07791219;1258414,40244194;1730319,80335767;393254,498754832;503365,758406185;428432,138510561;481986,155824381
Maximal;Habitat Communautaire;Maison retraite médicalisée;Maison retraite médicalisée;1983-1988;1981-1998;Electricité;3326962,81866663;470960,277777777;357523,457222222;4086948,78472222;5254648,43749999;50047484,857161;60056981,8285932;19462910,7974081;24912525,8206824;9341597,22222222;10509296,8749999
BBC renovation;Habitat Communautaire;Maison retraite médicalisée;Maison retraite médicalisée;1983-1988;1981-1998;Gaz;18214866,7067139;1086590,16666666;1974377,35055555;0;0;61583231,7961499;76979039,7451874;39515907,1090378;53885327,8759606;0;0
BBC renovation;Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Bas de gamme;Av 1980;Av 1980;Fioul;2490718,85623343;187635,198814431;152101,425089172;2110895,98666234;2579983,98369842;25926088,2291004;32407610,2863756;6210493,43572297;9936789,49715675;3752703,97628862;4221791,97332469
Modeste bati;Commerce;Commerce de détail non alimentaire;Petit brico;Av 1980;Av 1980;Autres;11125734,4537733;340985,679052678;277848,135492671;13639427,1621071;17049283,9526339;68836483,9587594;83328375,3184982;0;0;0;0
Modeste bati;Commerce;Petit commerce alimentaire;Petit librairie;1981-1998;1981-1998;Fioul;910662,358627907;31096,2999999999;22559,5794201115;1243851,99999999;1554814,99999999;6277565,56249999;7599158,31249999;0;0;0;0
BBC renovation;Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Haut de gamme;1999-2008;1999-2008;Electricité;473108,474372841;23517,45;5648,7695;0;0;5155547,65418088;6444434,5677261;1076903,23085804;1723045,16937286;235174,5;293968,125
Maximal;Commerce;Petit commerce alimentaire;Petit poissonnerie;1981-1998;1981-1998;Gaz;7593275,14015576;144983,799999999;150608,543191142;6524270,99999999;7974108,99999999;35430416,1249999;43132680,4999999;326213,549999999;489320,324999999;0;0
Maximal;Commerce;Petit commerce alimentaire;Petit poissonnerie;Av 1980;Av 1980;Autres;3296542,42233275;74431,3999999999;71449,6049731559;3349412,99999999;4093726,99999999;18189173,3749999;22143341,4999999;167470,649999999;251205,974999999;0;0
BBC renovation;Commerce;Commerce de détail non alimentaire;Petit mode;Av 1980;Av 1980;Gaz;7743154,81001216;496181,458823341;2205452,99989571;22328165,6470503;27289980,2352838;100166631,999962;121254343,999954;930340,235293765;1488544,37647002;0;0
Maximal;Café Hôtel Restaurant;Café, cantine, traiteur;Petite cantine;1999-2008;1999-2008;Gaz;5958780,36673622;235795;150886,525;10610775;12968725;50843296,875;61896187,5;2652693,75;3979040,625;0;0
BBC renovation;Café Hôtel Restaurant;Café, cantine, traiteur;Petite cantine;Av 1980;Av 1980;Urbain;13395895,6637473;337495;557525,575;15187275;18562225;60116296,875;72772359,375;3164015,625;5062425;0;0
Modeste bati;Enseignement Recherche;Enseignement supérieur et recherche;R&D sciences physiques et naturelles;1961-1980;Av 1980;Gaz;14010141,9828017;457632,312531033;1249545,9525641;6754484,3703614;9005979,16048187;38898746,5651378;54458245,1911929;15559498,6260551;21783298,0764771;0;0
BBC renovation;Commerce;Grand commerce alimentaire;Supermarché;1999-2008;1999-2008;Electricité;38676300,2772721;898889,403745299;318190,408735401;0;0;25618348,006741;31011684,4292128;25902996,2894622;28629627,4778266;98877834,4119829;107866728,449435
BBC renovation;Commerce;Petit commerce alimentaire;Petit librairie;Av 1980;Av 1980;Autres;262429,303342;25806,9999999999;19652,7301425282;1161314,99999999;1419384,99999999;5209788,12499999;6306585,62499999;48388,1249999999;77420,9999999999;0;0
Modeste bati;Café Hôtel Restaurant;Café, cantine, traiteur;Grand bar café tabac;Av 1980;Av 1980;Urbain;5324384,31761982;69775;64845,625;2791000;3488750;8948643,75;10832568,75;0;0;0;0
Modeste bati;Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Haut de gamme;1981-1998;1981-1998;Fioul;2431215,52205054;17939,7499999999;11991,4929166666;0;0;3932791,86430039;4915989,83037549;0;0;156972,812499999;201822,187499999
BBC renovation;Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Luxe;1981-1998;1981-1998;Gaz;16318319,076144;222601,503330996;166151,013358181;0;0;0;0;0;0;0;0
Modeste bati;Habitat Communautaire;Maison retraite médicalisée;Maison retraite médicalisée;2000-2007;1999-2008;Autres;2488065,61649486;59024,1666666666;48294,0916666666;0;0;3345234,52256033;4181543,15320041;0;0;0;0
Maximal;Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Haut de gamme;1981-1998;1981-1998;Fioul;9396,3166515864;798;458,31;9975;10972,5;349878,6669504;393613,5003192;91354,37496675;116933,59995744;8977,5;10972,5
BBC renovation;Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Haut de gamme;1981-1998;1981-1998;Autres;105299,816480911;3494,1;2078,9895;0;0;765984,36728784;957480,4591098;160000,662441765;256001,059906824;34941;43676,25
BBC renovation;Sport Loisir Culture;Culture;Musée;Av 1980;Av 1980;Fioul;7749667,30516157;801665,6706672;485465,352030258;8882204,0408735;11842938,7211646;16033313,413344;24049970,120016;14429982,0720096;18037477,590012;13323306,0613102;16284040,7416014
Modeste bati;Sport Loisir Culture;Culture;Petit cinéma;Av 1980;Av 1980;Gaz;1687790,87021594;45681,8347671852;27528,4547470405;1370455,04301555;1827273,39068741;4385456,13764978;6578184,20647468;895363,961436831;1151182,23613306;1827273,39068741;2284091,73835926
Modeste bati;Enseignement Recherche;Enseignement secondaire;Internat LEGT;2000-2007;1999-2008;Autres;325305,301729351;3058,7393571007;3058,7393571007;0;0;0;0;0;0;0;0
Maximal;Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Luxe;Av 1980;Av 1980;Autres;3070175,31627667;60245,3904428904;35718,5073135198;0;0;17942527,585275;21787354,9249768;0;0;602453,904428904;753067,38053613
Maximal;Café Hôtel Restaurant;Café, cantine, traiteur;Grande cantine;1999-2008;1999-2008;Autres;20721,7297761192;1000;557,5;40000;60000;124200;165600;6480;8100;0;0
BBC renovation;Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Luxe;1999-2008;1999-2008;Gaz;144986,014190161;1386,5;824,9675;0;0;0;0;0;0;0;0
Maximal;Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Bas de gamme;1981-1998;1981-1998;Urbain;477718,639800483;28077,0998373311;18146,143303212;350963,747966639;386060,122763302;4864617,51830043;5675387,10468383;1784871,63417075;2082350,23986587;701927,495933278;772120,245526605
Maximal;Enseignement Recherche;Enseignement secondaire;Lycée d’enseignement général et technologique (LEGT);2000-2007;1999-2008;Autres;76033,331135217;26745,7728585845;26745,7728585845;468051,025025228;601779,889318151;2077423,51658686;2856457,33530694;649194,848933395;830969,406634746;1069830,91434338;1203559,7786363
Modeste bati;Transport;Transport autre;nr;1999-2008;1999-2008;Gaz;86911,8192548326;452,6177597165;452,6177597165;0;0;0;0;0;0;0;0
BBC renovation;Transport;Transport maritime et fluvial;nr;1999-2008;1999-2008;Autres;11556,8478500458;56,5405144719;56,5405144719;0;0;0;0;0;0;0;0
Maximal;Transport;Transport maritime et fluvial;nr;1999-2008;1999-2008;Autres;11556,8478500458;56,5405144719;56,5405144719;0;0;0;0;0;0;0;0
Maximal;Enseignement Recherche;Enseignement primaire;Cantine préélémentaire;1981-1999;1981-1998;Urbain;7413175,92577344;100668,075243893;504525,447217611;3523382,63353628;4530063,38597522;14325659,2770919;19697781,5060013;4476768,52409122;5730263,71083676;8053446,01951151;9060126,77195045
Modeste bati;Santé Action Sociale;Centre accueil;Centre accueil;Av 1980;Av 1980;Gaz;238423492,685033;7301293,58478483;27571835,2219821;66903829,943978;89205106,5919707;361565794,214785;451957242,768481;210913380,445377;295278732,623528;0;0
BBC renovation;Enseignement Recherche;Enseignement secondaire;Collège;avant 1960;Av 1980;Gaz;16853955,4247833;2287546,06373163;2333556,0053667;33183166,945932;42664071,7876269;94392759,5404235;116602820,608758;48862134,3503368;66630183,2050048;66366333,891864;75847238,7335589
BBC renovation;Enseignement Recherche;Enseignement primaire;Cantine préélémentaire;2000-2007;1999-2008;Gaz;4190955,74856542;62871,1919313812;96321,2350336293;0;0;5032654,00050091;6151021,55616778;2460408,62246711;3355102,66700061;4400983,43519668;5029695,35451049
Modeste bati;Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Haut de gamme;Av 1980;Av 1980;Electricité;13503853,9528948;312018,844864936;85571,6052362508;0;0;49877398,3976931;58190298,1306419;0;0;0;0
BBC renovation;Commerce;Commerce de détail non alimentaire;Grand librairie;1999-2008;1999-2008;Gaz;7806550,69343611;352014,019236103;219363,399064171;0;0;28043783,5794114;42065675,3691171;4235902,02678092;5294877,53347615;1760070,09618051;2933450,16030085
Maximal;Commerce;Process;Grand librairie;1981-1998;1981-1998;Gaz;1557532,25361148;136956,212324829;88302,455886069;1826082,83099772;2739124,24649659;24549401,1003125;32732534,8004167;1648039,75314936;2060049,6914367;684781,061624147;1141301,76937357
Maximal;Commerce;Commerce de détail non alimentaire;Grand librairie;1981-1998;1981-1998;Gaz;3909849,05355885;381423,332911234;249134,303809665;5085644,43881646;7628466,65822469;68370132,5387658;91160176,7183544;4589794,10094621;5737242,62618276;1907116,66455617;3178527,77426028
Modeste bati;Café Hôtel Restaurant;Restaurant;Grand restaurant traditionnel;Av 1980;Av 1980;Urbain;34236769,4474413;457949,999999999;2227026,49999999;0;0;25278839,9999999;37918259,9999999;2596576,49999999;3338455,49999999;0;0
BBC renovation;Santé Action Sociale;Hôpital;Hopital bloc;1916-1948;Av 1980;Gaz;54758035,9434656;1929367,73619165;1540372,0617821;0;0;34068511,5481658;41639291,8922027;9979664,9375687;15967463,9001099;18149934,7502187;20742782,5716785
Modeste bati;Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Luxe;1999-2008;1999-2008;Electricité;17491472,2829404;176394,913469658;48627,1580977291;0;0;0;0;0;0;0;0
Modeste bati;Café Hôtel Restaurant;Café, cantine, traiteur;Petit bar café tabac;1999-2008;1999-2008;Fioul;2657538,80442504;36830;21996,15;1473200;1841500;11808618,75;14294643,75;0;0;0;0
BBC renovation;Café Hôtel Restaurant;Café, cantine, traiteur;Petit bar café tabac;1999-2008;1999-2008;Electricité;673920,80974938;55430;13746,8;2494350;3048650;17772243,75;21513768,75;935381,25;1496610;0;0
Modeste bati;Habitat Communautaire;Maison retraite médicalisée;Maison retraite médicalisée;1975-1982;Av 1980;Autres;4431877,71189233;67568,7499999999;56566,0749999999;0;0;3829504,55569749;4786880,69462187;0;0;0;0
Maximal;Enseignement Recherche;Enseignement secondaire;Lycée professionnel (LP);1981-1999;1981-1998;Gaz;24329810,2694709;3618382,82048164;4238407,3371981;55419938,6386143;71254206,8210756;281050527,237608;386444474,951711;87828289,7617525;112420210,895043;126674145,45969;142508413,642151
Maximal;Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Bas de gamme;Av 1980;Av 1980;Electricité;2359243,93692678;223508,291193488;62666,9050099231;2793853,6399186;3073239,00391046;110388261,575138;124186794,272031;28928026,2393033;37027873,5863083;2514468,27592674;3073239,00391046
BBC renovation;Café Hôtel Restaurant;Café, cantine, traiteur;Petite cantine;1999-2008;1999-2008;Gaz;6838097,55768378;235795;150886,525;10610775;12968725;42000984,375;50843296,875;2210578,125;3536925;0;0
Modeste bati;Commerce;Commerce de détail non alimentaire;ZAC Mode;1981-1998;1981-1998;Autres;2326149,69364955;32147,9765470684;23498,7859395826;0;0;0;0;0;0;2893317,88923616;3214797,65470684
Modeste bati;Commerce;Commerce de détail non alimentaire;ZAC Mode;Av 1980;Av 1980;Autres;4621630,53380171;62201,2935488054;65967,6228631093;0;0;0;0;0;0;5598116,41939249;6220129,35488054
Maximal;Enseignement Recherche;Enseignement supérieur et recherche;R&D sciences physiques et naturelles;1981-1999;1981-1998;Fioul;361394,200331947;89298,0040307359;153482,908637514;1422395,60376;1828794,34769143;12144528,54818;16698726,7537476;3795165,17130627;4857811,41927203;3251189,95145143;3657588,69538286
Modeste bati;Bureaux Administration;Bureaux;plateau large bureaux cloisonnés;1999-2008;1999-2008;Electricité;39061519,322015;640276,208666666;473639,876673333;0;0;0;0;0;0;0;0
BBC renovation;Commerce;Commerce de détail non alimentaire;Grand librairie;1981-1998;1981-1998;Urbain;414520,55479944;17500,8424558635;10584,1118956128;0;0;1394233,78465057;2091350,67697585;210593,470652213;263241,838315266;87504,2122793175;145840,353798862
Modeste bati;Habitat Communautaire;Maison de pré-retraite;Maison de pré-retraite;2000-2007;1999-2008;Gaz;3768772,79383819;84653,3333333333;109441,783333333;0;0;5305180,44798933;6631475,55998666;0;0;0;0
Maximal;Commerce;Grand commerce alimentaire;Grand alimentaire;Av 1980;Av 1980;Gaz;2351290,55339854;165026,277656999;147155,570529022;2200350,36875999;3300525,55313999;29580960,3195251;39441280,4260335;1985816,20560554;2482270,25700693;825131,388284999;1375218,98047499
BBC renovation;Enseignement Recherche;Enseignement supérieur et recherche;université;1961-1980;Av 1980;Urbain;3888135,56052018;387751,045656454;239624,92237846;4523762,19932529;5816265,68484681;28024445,4224527;34252099,9607756;13700839,9843102;18682963,6149685;9047524,39865059;10340027,8841721
Modeste bati;Enseignement Recherche;Enseignement primaire;Préélémentaire;avant 1960;Av 1980;Electricité;2438532,35279859;101292,974005976;54941,4048224681;1287732,58865187;1716976,78486917;5670916,95518218;7561222,60690958;2940475,45486618;4116665,63681265;858488,392434585;1287732,58865187
Maximal;Transport;Transport ferroviaire;nr;Av 1980;Av 1980;Fioul;287704963,449397;1348659,15872646;2526648,54797352;0;0;0;0;0;0;0;0
BBC renovation;Transport;Service;nr;1981-1998;1981-1998;Electricité;4724473,68190758;87430,1208612825;98609,8527569631;0;0;0;0;0;0;0;0
BBC renovation;Transport;Transport routier;nr;1981-1998;1981-1998;Electricité;5096239,75723726;85611,8490405074;115497,105516148;0;0;0;0;0;0;0;0
Maximal;Sport Loisir Culture;Sport;Vestiaire et rangement;Av 1980;Av 1980;Electricité;22448897,3717608;991718,853;944469,40092;34710159,855;44627348,385;0;0;150528754,437795;192676805,680378;79337508,24;89254696,77
Modeste bati;Sport Loisir Culture;Sport;Vestiaire et rangement;1981-1998;1981-1998;Fioul;14493005,799382;310962,93;471410,63;0;0;0;0;37759784,3482582;52863698,0875614;0;0
Maximal;Sport Loisir Culture;Sport;Petite salle multisport;1981-1998;1981-1998;Electricité;9097520,14763945;915579,04;495596,58806;0;0;19913844,3946737;28448349,1352481;67564828,2806353;86482980,1992132;73246323,2;82402113,6
Maximal;Sport Loisir Culture;Culture;Petite salle de spectacle;1981-1998;1981-1998;Electricité;2971845,64990556;267147,5276337;103107,004682457;10685901,105348;16028851,658022;6251252,14662858;8335002,86217144;5278835,14604191;6598543,93255239;4007212,9145055;6678688,1908425
Modeste bati;Sport Loisir Culture;Sport;Grande salle multisport;1999-2008;1999-2008;Electricité;1741912,52050932;257541,045;88551,688426;0;0;0;0;0;0;0;0
BBC renovation;Sport Loisir Culture;Loisir;Grand bar café tabac;Av 1980;Av 1980;Urbain;623671,596511416;45425;60004,625;2044125;2498375;5825756,25;7052231,25;306618,75;490590;0;0
Maximal;Sport Loisir Culture;Culture;Musée;1981-1998;1981-1998;Gaz;1098062,20562582;270322,181800199;200678,531782499;5051377,74535299;6061653,29442359;12164498,1810089;16219330,9080119;4865799,27240359;6082249,09050449;1515413,32360589;2525688,87267649
Modeste bati;Sport Loisir Culture;Sport;Patinoire;1999-2008;1999-2008;Gaz;323217,528019328;42551;54541,3007;0;0;0;0;0;0;0;0
Maximal;Santé Action Sociale;Centre accueil;Centre accueil;1981-1999;1981-1998;Urbain;1824316,37707043;368271,118247243;570700,060860961;3250142,05780561;4178754,0743215;34194515,7926137;41033418,9511365;13297867,2833723;17021270,1227166;7428896,13212711;8357508,148643
Modeste bati;Sport Loisir Culture;Culture;Petit cinéma;1981-1998;1981-1998;Urbain;368025,786818576;9215,8695223605;5393,6366071837;0;0;884723,474146612;1327085,21121991;180631,042638266;232239,911963485;92158,6952236054;184317,39044721
BBC renovation;Café Hôtel Restaurant;Hôtel sans restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Av 1980;Av 1980;Fioul;206892,252296078;10500,5;5966,735;0;0;6392422,440574;7738195,585958;1128074,54540262;1365563,92338212;183758,75;210010
BBC renovation;Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Luxe;Av 1980;Av 1980;Gaz;418146,160078537;7494;4202,73;0;0;0;0;0;0;0;0
Modeste bati;Santé Action Sociale;Centre accueil;Centre accueil;2000-2007;1999-2008;Electricité;44230942,0271468;905492,221525609;597165,045420943;0;0;0;0;0;0;0;0
Maximal;Commerce;Process;Grand process;Av 1980;Av 1980;Gaz;26611847,4949263;1476320,58309834;1293304,53277135;19684274,4413112;29526411,6619669;264630464,963274;352840619,951032;17765057,6635991;22206322,0794989;7381602,91549173;12302671,5258195
Modeste bati;Commerce;Process;Grand librairie;1981-1998;1981-1998;Urbain;648433,145704362;14423,358574559;12915,1624819698;0;0;1149060,90169631;1723591,35254447;151865,946156355;195256,216486742;48077,8619151968;96155,7238303936
Maximal;Bureaux Administration;Bureaux;immeuble peri urbain;1999-2008;1999-2008;Autres;960200,332196953;117102,907933721;68855,0322703967;0;0;16059827,3336179;22082262,5837247;3764022,03863564;4817948,20945362;3791549,04927002;4265492,68042877
Maximal;Bureaux Administration;Administration;immeuble peri urbain;1981-1998;1981-1998;Autres;637263,00064833;66203,3162274361;60833,2313857347;0;0;9079311,91706438;12484053,8859635;2127963,73469967;2723793,58041558;2062248,69490991;2320029,78177365
Maximal;Bureaux Administration;Administration;immeuble peri urbain;1981-1998;1981-1998;Electricité;7016152,60348076;781574,935554252;438108,568029639;0;0;107187419,465186;147382701,76463;25122051,4860014;32156225,9020818;23307789,599776;26221263,299748
BBC renovation;Habitat Communautaire;Maison retraite médicalisée;Maison retraite médicalisée;1975-1982;Av 1980;Autres;1214115,72608155;67568,7499999999;56566,0749999999;0;0;3829504,55569749;4786880,69462187;2457265,42571674;3350816,48961374;1157983,74999999;1323409,99999999
Modeste bati;Commerce;Commerce de détail non alimentaire;Petit mode;1981-1998;1981-1998;Autres;657772,503009276;23775,4858819312;25446,5514755087;951019,435277249;1188774,29409656;4799676,21241486;5810134,36239694;0;0;0;0
BBC renovation;Bureaux Administration;Bureaux;plateau mince;Av 1980;Av 1980;Electricité;18408263,6721355;1991595,91687121;1590619,36134735;5854393,50320385;7527077,36126209;229805043,629489;344707565,444234;63196386,9981096;86176891,3610585;11708787,0064077;13381470,8644659
Maximal;Café Hôtel Restaurant;Café, cantine, traiteur;Petite cantine;1981-1998;1981-1998;Urbain;1981484,34092785;57490;38640,95;2587050;3161950;12396281,25;15091125;646762,5;970143,75;0;0
Modeste bati;Bureaux Administration;Bureaux;plateau large bureaux cloisonnés;1999-2008;1999-2008;Gaz;63568603,9593633;942229,664022083;532782,069007977;0;0;0;0;0;0;0;0
Maximal;Commerce;Grand commerce alimentaire;Supermarché;Av 1980;Av 1980;Electricité;25945736,2727717;1623444,85607889;759902,328225052;56820569,9627614;73055018,5235504;56008847,534722;68184683,9553137;54168943,3049729;59093392,6963341;194813382,729467;211047831,290256
Modeste bati;Bureaux Administration;Administration;immeuble rénové;1999-2008;1999-2008;Autres;1210939,72149276;45295,4824314945;40858,3347208017;0;0;0;0;0;0;0;0
BBC renovation;Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Haut de gamme;Av 1980;Av 1980;Fioul;4385533,03457656;165807,666666666;107144,163333333;0;0;36348725,177625;45435906,4720313;7592609,40001431;12148175,0400229;1658076,66666666;2072595,83333333
Maximal;Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Bas de gamme;1999-2008;1999-2008;Gaz;74701,8491885759;6723,7619047619;3931,2383333333;84047,0238095238;92451,7261904761;3320791,29569862;3735890,20766095;870236,892641267;1113903,22258082;75642,3214285714;92451,7261904761
Modeste bati;Enseignement Recherche;Enseignement secondaire;Cantine collége;1981-1999;1981-1998;Urbain;45601516,7818408;167958,013597841;297821,733615977;0;0;0;0;0;0;0;0
Maximal;Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Luxe;Av 1980;Av 1980;Fioul;2045821,0767932;30868;17737,51;0;0;18424080,2522616;22372097,4491748;0;0;308680;385850
Modeste bati;Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Haut de gamme;1981-1998;1981-1998;Autres;556666,054200937;3494,1;2078,9895;0;0;765984,36728784;957480,4591098;0;0;30573,375;39308,625
BBC renovation;Sport Loisir Culture;Sport;Petite salle multisport;Av 1980;Av 1980;Gaz;359206215,603538;3405781,75;7976738,0726875;0;0;42329002,3338483;63493503,5007724;221169034,197269;301594137,541731;238404722,5;272462540
Maximal;Sport Loisir Culture;Sport;Salle non spécialisée;1999-2008;1999-2008;Autres;5002962,07953164;213817,985;364337,08475;0;0;7697447,46;10583990,2575;22851797,146875;29250300,348;17105438,8;19243618,65
BBC renovation;Sport Loisir Culture;Sport;nr;1999-2008;1999-2008;Non chauffé;0;0;0;0;0;0;0;0;0;0;0
Modeste bati;Sport Loisir Culture;Culture;Immeuble péri urbain;1981-1998;1981-1998;Gaz;2717657,06444056;85582,501783065;90229,197644495;0;0;8215920,17117424;11502288,2396439;0;0;0;0
Modeste bati;Santé Action Sociale;Hôpital;Hopital bloc;1916-1948;Av 1980;Autres;12116712,2181474;105584,110576923;104852,623076923;0;0;2071544,20073442;2900161,88102819;0;0;0;0
BBC renovation;Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Bas de gamme;1981-1998;1981-1998;Autres;29120,4527663104;1642,5;977,2875;18478,125;22584,375;226948,889043;283686,11130375;54364,722251625;86983,5556026;32850;36956,25
Modeste bati;Enseignement Recherche;Enseignement secondaire;Lycée professionnel (LP);2000-2007;1999-2008;Fioul;9642399,02869575;244216,502913853;267770,667037405;0;0;0;0;0;0;0;0
BBC renovation;Transport;Transport aérien;nr;Av 1980;Av 1980;Electricité;32493318,8698357;726113,083027826;1812921,87547345;0;0;0;0;0;0;0;0
Modeste bati;Enseignement Recherche;Enseignement secondaire;Internat college;1961-1980;Av 1980;Urbain;386435,443239666;4174,9741188607;4634,1673276588;41749,7411886068;55666,3215848091;204382,720495774;286135,808694084;81753,0877808124;114454,322893137;0;0
Maximal;Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Luxe;Av 1980;Av 1980;Urbain;142327,411634824;3348;1992,06;0;0;997114,9977432;1210782,4972596;0;0;33480;41850
Maximal;Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Luxe;1981-1998;1981-1998;Urbain;267404,933418371;3686,8718518519;2193,6887518519;0;0;1280846,59073051;1555313,71731562;0;0;36868,7185185185;46085,8981481481
Maximal;Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Haut de gamme;1981-1998;1981-1998;Autres;8365,3871489743;1354;805,63;16925;18617,5;216442,0468248;252515,7212956;79205,04101232;92405,88118104;33850;37235
Modeste bati;Transport;Transport autre;nr;1999-2008;1999-2008;Electricité;63310,1049570751;1516,9353825365;1516,9353825365;0;0;0;0;0;0;0;0
Maximal;Enseignement Recherche;Enseignement secondaire;Cantine LEGT;1961-1980;Av 1980;Gaz;8962740,03046609;149360,434312741;206461,19812297;5227615,20094596;6721219,54407338;16531564,2849641;22730900,8918256;5166113,83905128;6612625,71398564;11948834,7450193;13442439,0881467
Modeste bati;Enseignement Recherche;Enseignement primaire;Cantine élémentaire;2000-2007;1999-2008;Urbain;14783491,9514404;63715,7244656309;129948,475178782;0;0;0;0;0;0;0;0
BBC renovation;Enseignement Recherche;Enseignement primaire;Elémentaire;2000-2007;1999-2008;Gaz;26028363,7017771;2091590,11559686;3159127,31476175;0;0;117098288,072082;143120129,865878;66789393,8607182;91076446,1737066;63146180,5021977;72167063,4310831
BBC renovation;Commerce;Commerce de gros;Grand commerce de gros;Av 1980;Av 1980;Fioul;104483638,747094;2929754,29464285;2101131,58652436;0;0;95790759,0530159;115957234,643124;94329543,2635828;104258968,870275;322272972,410714;351570515,357142
Modeste bati;Commerce;Commerce de détail non alimentaire;Grand Mode;Av 1980;Av 1980;Electricité;14372289,0150008;311253,060758263;207271,578016111;0;0;24796493,8819087;37194740,822863;3277235,34860259;4213588,30534619;1037510,20252754;2075020,40505508
BBC renovation;Commerce;Commerce de détail non alimentaire;Grand Mode;Av 1980;Av 1980;Electricité;7206988,98156552;311253,060758263;207271,578016111;0;0;24796493,8819087;37194740,822863;3745411,82697439;4681764,78371799;1556265,30379131;2593775,50631886
Modeste bati;Commerce;Process;Grand process;1981-1998;1981-1998;Electricité;37678344,3368552;614680,56956807;241567,76652897;0;0;48969552,1242137;73454328,1863205;6472074,15657253;8321238,20130755;2048935,23189356;4097870,46378713
Maximal;Santé Action Sociale;Hôpital;Hopital bloc;1916-1948;Av 1980;Fioul;23694944,1064647;887660,627678736;658424,653539651;4502878,26949087;5789414,91791683;27865226,5450262;38314686,499411;11478573,3641315;14692573,9060883;10292293,1874077;11578829,8358336
Maximal;Bureaux Administration;Bureaux;immeuble peri urbain;Av 1980;Av 1980;Electricité;39326692,7215068;4708488,12648505;8569178,67612484;64130357,9021497;82453317,302764;565018573,76566;807169391,0938;151344261,124368;193720654,239191;54968878,2018426;73291837,6024568
Modeste bati;Bureaux Administration;Bureaux;immeuble résidentiel;1999-2008;1999-2008;Electricité;57729101,2902251;380067,599933558;481752,718235961;0;0;0;0;0;0;0;0
Modeste bati;Enseignement Recherche;Enseignement secondaire;Lycée d’enseignement général et technologique (LEGT);avant 1960;Av 1980;Gaz;136561690,769748;3781950,83896872;4334173,69004877;0;0;165237378,998438;220316505,331251;73438835,1104173;102814369,154584;96442874,0118082;112516686,347109
BBC renovation;Enseignement Recherche;Enseignement secondaire;Lycée d’enseignement général et technologique (LEGT);1981-1999;1981-1998;Electricité;8953497,09235384;1008587,81480966;724127,476498043;0;0;44066254,1912779;53858755,122673;21543502,0490692;29377502,7941852;32068192,8659741;36649363,275399
Maximal;Enseignement Recherche;Enseignement secondaire;Lycée professionnel (LP);1961-1980;Av 1980;Gaz;31473988,8323716;5021216,9027;7206147,05138802;75442929,1413936;96998051,7532204;390012811,770529;536267616,184478;121879003,67829;156005124,708211;172440980,894614;193996103,50644
Modeste bati;Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Haut de gamme;1999-2008;1999-2008;Electricité;2765931,88921256;23517,45;5648,7695;0;0;5155547,65418088;6444434,5677261;0;0;205777,6875;264571,3125
BBC renovation;Commerce;Process;Petit process;Av 1980;Av 1980;Urbain;13173104,6181319;540250,30508417;7053553,91152821;24311263,7287876;29713766,7796293;109063030,338866;132023668,304944;1012969,32203281;1620750,91525251;0;0
