"BRANCHE";"BAT_TYPE";"PRODUCTION_CHAUD";"ENERGIE";"CINT";"COUT_VARIABLE"
Café Hôtel Restaurant;Petit Hotel sans restaurant Bas de gamme;Autre système centralisé;Autres;7.11162;19.79366
Café Hôtel Restaurant;Grand Hotel avec restaurant Luxe;Chaudière condensation fioul;Fioul;3.67948;10.19753
Commerce;Supermarché;Autre système centralisé performant;Urbain;8.657914;9.530556
Café Hôtel Restaurant;Petit Hotel sans restaurant Luxe;PAC;Electricité;-5.49667;22.76441
Santé Action Sociale;Hopital bloc;Chaudière condensation fioul;Fioul;2.07963;10.55782
Café Hôtel Restaurant;Grand Hotel avec restaurant Bas de gamme;Autre système centralisé;Urbain;1.77397;10.54416
Sport Loisir Culture;Piscine;Rooftop;Electricité;9.904745;2.992835
Café Hôtel Restaurant;Moyen Hotel sans restaurant Luxe;Chaudière gaz;Gaz;4.999999;7.620991
Enseignement Recherche;Cantine LP;Autre système centralisé performant;Urbain;-0.75634;25.39254
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Haut de gamme;Chaudière condensation fioul;Fioul;3.36227;10.62093
Café Hôtel Restaurant;Grand Hotel sans restaurant Haut de gamme;Rooftop;Electricité;4.853022;6.680548
Commerce;Petit librairie;Chaudière condensation fioul;Fioul;3.90925;12.4111
Sport Loisir Culture;Petite salle de spectacle;Tube radiant;Gaz;7.428499;7.946241
Sport Loisir Culture;Petit cinéma;Chaudière condensation gaz;Gaz;9.39323;9.03577
Sport Loisir Culture;Vestiaire et rangement;Chaudière condensation fioul;Fioul;-1.22216;24.61177
Bureaux Administration;plateau large bureaux cloisonnés;PAC;Electricité;0.49507;11.47126
Sport Loisir Culture;Petit cinéma;Autre système centralisé;Urbain;4.69928;13.26142
Sport Loisir Culture;Grand bar café tabac;PAC;Electricité;9.408389;5.337061
Café Hôtel Restaurant;Petit Hotel avec restaurant Luxe;Autre système centralisé performant;Autres;11.96445;17.01229
Commerce;Grand brico;Autre système centralisé performant;Urbain;10.67742;9.933223
Café Hôtel Restaurant;Grand Hotel avec restaurant Luxe;Autre système centralisé;Autres;7.05563;10.24722
Sport Loisir Culture;Petite salle de spectacle;Autre système centralisé;Autres;7.23704;12.22957
Café Hôtel Restaurant;Petit Hotel avec restaurant Bas de gamme;Autre système centralisé performant;Urbain;1.26674;23.24039
Commerce;Petit brico;Electrique direct;Electricité;2.09515;10.95475
Café Hôtel Restaurant;Moyen Hotel sans restaurant Bas de gamme;PAC performant;Electricité;-0.91999;21.56763
Santé Action Sociale;Hopital bloc;Autre système centralisé performant;Urbain;5.26959;10.15984
Enseignement Recherche;R&D en sciences humaines et sociales;Chaudière fioul;Fioul;9.409254;9.293646
Sport Loisir Culture;Vestiaire et rangement;Chaudière gaz;Gaz;5;15.2444
Commerce;Petit librairie;Autre système centralisé;Autres;11.47148;8.046712
Commerce;Hypermarché;Electrique direct performant;Electricité;0.62272;12.92016
Café Hôtel Restaurant;Moyen Hotel avec restaurant Luxe;Chaudière condensation fioul;Fioul;2.52206;12.01634
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Electrique direct performant;Electricité;2.01633;10.03187
Sport Loisir Culture;Petite salle multisport;Autre système centralisé performant;Urbain;9.03479;16.72443
Café Hôtel Restaurant;Moyen Hotel sans restaurant Haut de gamme;PAC performant;Electricité;-0.73261;20.19104
Café Hôtel Restaurant;Moyen Hotel sans restaurant Bas de gamme;Electrique direct performant;Electricité;1.444;14.7194
Café Hôtel Restaurant;Grand restaurant traditionnel;PAC;Electricité;-3.10936;19.60552
Enseignement Recherche;Elémentaire;Autre système centralisé performant;Autres;10.96969;8.896334
Sport Loisir Culture;Grand bar café tabac;Chaudière gaz;Gaz;4.999996;6.852444
Commerce;Entrepôt;Chaudière fioul;Fioul;1.879152;6.751055
Habitat Communautaire;Résidentiel;PAC performant;Electricité;9.71341;11.64668
Enseignement Recherche;R&D sciences physiques et naturelles;Electrique direct;Electricité;-0.27821;10.83784
Commerce;Petit commerce de gros;Chaudière gaz;Gaz;4.999996;5.108064
Habitat Communautaire;Maison retraite médicalisée;Chaudière gaz;Gaz;5;4.403225
Sport Loisir Culture;Piscine;Cassette rayonnante;Electricité;2.628657;8.381643
Bureaux Administration;immeuble rénové;Electrique direct;Electricité;-2.55132;13.97293
Santé Action Sociale;Centre accueil;Electrique direct;Electricité;-0.5418;11.51066
Café Hôtel Restaurant;Petit Hotel avec restaurant Haut de gamme;Autre système centralisé;Urbain;2.49885;22.16118
Café Hôtel Restaurant;Grand restaurant traditionnel;Rooftop;Electricité;4.67197;11.82419
Commerce;Grand librairie;Autre système centralisé performant;Autres;10.97762;7.209901
Enseignement Recherche;Lycée d’enseignement général et technologique (LEGT);Chaudière condensation gaz;Gaz;6.809607;3.757793
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Luxe;Chaudière condensation fioul;Fioul;4.457334;7.399336
Sport Loisir Culture;Grand cinéma;Autre système centralisé performant;Urbain;5.563225;6.688255
Commerce;Petit poissonnerie;PAC performant;Electricité;-8.086;27.78749
Commerce;Petit mode;Electrique direct performant;Electricité;4.77551;10.37392
Sport Loisir Culture;Grande salle multisport;Chaudière gaz;Gaz;5.000001;2.618424
Sport Loisir Culture;Piscine;Chaudière condensation gaz;Gaz;7.147082;3.941028
Santé Action Sociale;Hopital maison;Chaudière condensation gaz;Gaz;6.857756;4.532414
Enseignement Recherche;Collège;Electrique direct performant;Electricité;3.497436;8.768984
Bureaux Administration;plateau large bureau paysagés;Autre système centralisé performant;Urbain;3.959951;8.805839
Café Hôtel Restaurant;Grand Hotel avec restaurant Luxe;Autre système centralisé performant;Urbain;4.18054;12.39523
Café Hôtel Restaurant;Moyen Hotel avec restaurant Haut de gamme;Autre système centralisé performant;Autres;11.89326;12.74217
Café Hôtel Restaurant;Petit Hotel sans restaurant Bas de gamme;PAC performant;Electricité;-4.70494;29.68181
Santé Action Sociale;Hopital pavillonnaire;PAC performant;Electricité;3.17963;15.93668
Café Hôtel Restaurant;Moyen Hotel sans restaurant Luxe;Autre système centralisé performant;Autres;18.56752;10.70173
Café Hôtel Restaurant;Petit Hotel avec restaurant Haut de gamme;Chaudière fioul;Fioul;-6.26548;24.51774
Commerce;Petit process;Autre système centralisé performant;Urbain;10.87566;10.81768
Sport Loisir Culture;Grand cinéma;Chaudière condensation fioul;Fioul;3.780523;7.897787
Café Hôtel Restaurant;Petit restaurant rapide;Chaudière fioul;Fioul;-0.8133;28.13801
Enseignement Recherche;Cantine LP;Chaudière gaz;Gaz;5;14.70636
Café Hôtel Restaurant;Petite cantine;Rooftop;Electricité;7.00879;29.65445
Café Hôtel Restaurant;Petit Hotel avec restaurant Bas de gamme;Chaudière condensation fioul;Fioul;-1.60466;22.42367
Bureaux Administration;plateau large bureau paysagés;Chaudière condensation fioul;Fioul;5.084474;7.019236
Café Hôtel Restaurant;Petit bar café tabac;Electrique direct;Electricité;3.86487;16.00054
Enseignement Recherche;Cantine préélémentaire;PAC;Electricité;-5.31701;31.94679
Sport Loisir Culture;Musée;Autre système centralisé performant;Autres;10.91963;6.982051
Bureaux Administration;plateau mince;PAC performant;Electricité;0.06527;14.95332
Santé Action Sociale;Garderie;Chaudière condensation fioul;Fioul;3.292577;8.885913
Café Hôtel Restaurant;Grand Hotel sans restaurant Bas de gamme;Electrique direct performant;Electricité;2.425987;9.478033
Café Hôtel Restaurant;Petit Hotel avec restaurant Luxe;Chaudière gaz;Gaz;5;10.58458
Café Hôtel Restaurant;Petit Hotel sans restaurant Bas de gamme;Rooftop performant;Electricité;5.8809;19.09597
Sport Loisir Culture;Petite salle multisport;Chaudière condensation fioul;Fioul;0.94153;20.48381
Sport Loisir Culture;Grande salle de spectacle;Cassette rayonnante;Electricité;0.842161;6.999293
Café Hôtel Restaurant;Grand restaurant rapide;Autre système centralisé performant;Autres;15.93768;18.75147
Café Hôtel Restaurant;Moyen Hotel avec restaurant Luxe;Autre système centralisé;Autres;6.77741;11.41936
Commerce;Petit librairie;Chaudière condensation gaz;Gaz;7.387615;8.241405
Bureaux Administration;plateau large bureaux cloisonnés;Chaudière condensation gaz;Gaz;7.737819;3.945411
Café Hôtel Restaurant;Petit Hotel sans restaurant Haut de gamme;Autre système centralisé performant;Autres;11.57343;16.59632
Café Hôtel Restaurant;Grande cantine;Autre système centralisé;Urbain;1.46286;13.58936
Sport Loisir Culture;Petite salle de spectacle;Rooftop performant;Electricité;13.4733;6.873255
Habitat Communautaire;Résidence universitaire;Electrique direct;Electricité;0.04923;10.27608
Sport Loisir Culture;Petit cinéma;Electrique direct performant;Electricité;2.02599;17.44722
Enseignement Recherche;Cantine LEGT;Autre système centralisé;Urbain;-7.36884;28.58458
Café Hôtel Restaurant;Moyen Hotel sans restaurant Haut de gamme;Rooftop performant;Electricité;7.98295;11.47548
Enseignement Recherche;Internat LP;Autre système centralisé performant;Urbain;3.10396;10.03216
Santé Action Sociale;Garderie;Autre système centralisé;Autres;9.481259;7.497921
Sport Loisir Culture;Salle non spécialisée;Chaudière fioul;Fioul;-0.09807;14.87859
Sport Loisir Culture;Grande salle de spectacle;Chaudière condensation gaz;Gaz;6.873599;2.277605
Santé Action Sociale;Cabinet médical;Autre système centralisé performant;Autres;9.859892;5.981738
Bureaux Administration;plateau large bureau paysagés;Autre système centralisé;Autres;7.34127;7.3996
Commerce;Grand commerce de gros;Autre système centralisé;Urbain;5.269063;7.906467
Commerce;Hypermarché;Chaudière condensation gaz;Gaz;7.835637;5.143473
Enseignement Recherche;Internat LEGT;Autre système centralisé performant;Autres;7.42663;9.11591
Enseignement Recherche;université;Chaudière condensation fioul;Fioul;5.562763;7.051937
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Chaudière condensation gaz;Gaz;7.604222;4.903668
Transport;nr;nr;Autres;5.35118;12.71836
Enseignement Recherche;Lycée professionnel (LP);Autre système centralisé;Autres;6.146871;7.375779
Sport Loisir Culture;Grande salle multisport;Electrique direct performant;Electricité;4.911541;5.748729
Enseignement Recherche;Lycée professionnel (LP);Chaudière condensation fioul;Fioul;4.349199;7.703171
Enseignement Recherche;Internat LP;Autre système centralisé performant;Autres;7.906225;8.646315
Enseignement Recherche;Collège;Chaudière gaz;Gaz;5;3.567924
Sport Loisir Culture;Grand bar café tabac;Electrique direct;Electricité;-0.98186;12.52491
Enseignement Recherche;Cantine LEGT;Chaudière fioul;Fioul;-5.70273;30.34
Sport Loisir Culture;Patinoire;Autre système centralisé;Urbain;1.302714;9.358166
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Haut de gamme;Rooftop;Electricité;4.884763;8.913927
Sport Loisir Culture;Petit cinéma;Autre système centralisé;Autres;9.62588;11.76926
Sport Loisir Culture;Salle non spécialisée;Autre système centralisé;Urbain;6.26586;11.99662
Café Hôtel Restaurant;Petit Hotel avec restaurant Bas de gamme;PAC;Electricité;-5.71272;26.11731
Commerce;Grand brico;Autre système centralisé performant;Autres;13.35124;9.001239
Enseignement Recherche;Cantine élémentaire;PAC;Electricité;-7.46602;31.80214
Habitat Communautaire;Maison de pré-retraite;Chaudière fioul;Fioul;-0.22814;11.61423
Commerce;ZAC Mode;Electrique direct;Electricité;-0.87792;12.67921
Café Hôtel Restaurant;Petit Hotel sans restaurant Luxe;Chaudière condensation gaz;Gaz;9.575167;8.640653
Commerce;Petit commerce de gros;Electrique direct;Electricité;-0.5231;10.57731
Enseignement Recherche;R&D en sciences humaines et sociales;Autre système centralisé;Urbain;2.95662;8.66071
Enseignement Recherche;université;Autre système centralisé;Autres;5.846142;7.417278
Café Hôtel Restaurant;Grand bar café tabac;Electrique direct;Electricité;1.50429;11.51187
Commerce;Supermarché;Autre système centralisé performant;Autres;10.75943;8.716373
Café Hôtel Restaurant;Grand Hotel sans restaurant Luxe;Autre système centralisé performant;Urbain;2.79961;11.30416
Café Hôtel Restaurant;Moyen Hotel avec restaurant Luxe;Autre système centralisé performant;Urbain;4.13325;14.34844
Commerce;Entrepôt;Autre système centralisé;Urbain;5.146734;5.992816
Transport;nr;nr;Electricité;-8.37142;21.48009
Habitat Communautaire;Maison retraite médicalisée;Electrique direct;Electricité;-0.87252;11.08903
Café Hôtel Restaurant;Grand Hotel avec restaurant Haut de gamme;Autre système centralisé performant;Autres;11.0384;7.375813
Commerce;Petit boulangerie;Autre système centralisé performant;Autres;10.49573;13.29294
Sport Loisir Culture;Grand cinéma;Autre système centralisé performant;Autres;10.15198;6.827108
Enseignement Recherche;Cantine collége;Electrique direct;Electricité;-10.55988;31.61306
Enseignement Recherche;Elémentaire;Autre système centralisé performant;Urbain;6.909876;9.332064
Café Hôtel Restaurant;Moyen Hotel avec restaurant Bas de gamme;Rooftop performant;Electricité;10.52577;12.57958
Enseignement Recherche;Lycée d’enseignement général et technologique (LEGT);Electrique direct performant;Electricité;3.527947;9.532693
Café Hôtel Restaurant;Petit restaurant traditionnel;Electrique direct;Electricité;8.76912;14.52606
Commerce;Petit mode;Chaudière condensation gaz;Gaz;7.313408;8.208442
Café Hôtel Restaurant;Moyen Hotel sans restaurant Bas de gamme;Chaudière gaz;Gaz;4.999999;8.981911
Santé Action Sociale;Garderie;Autre système centralisé performant;Urbain;4.651302;8.790408
Santé Action Sociale;Hopital maison;Electrique direct performant;Electricité;-0.33921;13.4312
Habitat Communautaire;Foyers;Chaudière condensation gaz;Gaz;7.305621;4.983519
Commerce;Petit process;Autre système centralisé;Autres;11.79067;9.239803
Café Hôtel Restaurant;Petit Hotel sans restaurant Bas de gamme;Chaudière fioul;Fioul;-6.91581;26.87791
Café Hôtel Restaurant;Moyen Hotel avec restaurant Haut de gamme;Autre système centralisé performant;Urbain;6.11097;15.8134
Café Hôtel Restaurant;Grand Hotel sans restaurant Haut de gamme;Rooftop performant;Electricité;6.615269;7.100531
Commerce;Superette;Autre système centralisé performant;Autres;13.90599;9.324947
Commerce;Grand process;PAC performant;Electricité;-4.33249;19.73321
Café Hôtel Restaurant;Grande cantine;Chaudière fioul;Fioul;-0.74991;13.64023
Enseignement Recherche;Préélémentaire;PAC;Electricité;1.21333;13.78227
Café Hôtel Restaurant;Petit restaurant rapide;Rooftop performant;Electricité;2.34566;33.72532
Commerce;Petit brico;PAC;Electricité;-0.55508;15.84186
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Haut de gamme;PAC;Electricité;-1.96472;15.76341
Café Hôtel Restaurant;Grand Hotel sans restaurant Haut de gamme;PAC performant;Electricité;0.8849;12.8309
Sport Loisir Culture;Petite salle de spectacle;PAC;Electricité;0.14436;16.96498
Café Hôtel Restaurant;Grand Hotel avec restaurant Luxe;Autre système centralisé performant;Autres;10.39799;10.17868
Enseignement Recherche;école;PAC performant;Electricité;1.1917;15.3127
Commerce;Grand commerce de gros;Autre système centralisé;Autres;7.700885;7.133315
Café Hôtel Restaurant;Petit Hotel avec restaurant Luxe;Electrique direct;Electricité;-1.35599;17.71584
Commerce;Petit librairie;Electrique direct performant;Electricité;5.01686;10.4435
Enseignement Recherche;université;Autre système centralisé performant;Urbain;4.487631;8.601899
Sport Loisir Culture;Vestiaire et rangement;Electrique direct performant;Electricité;8.65048;14.45751
Commerce;Petit process;Chaudière condensation fioul;Fioul;2.85564;14.73394
Café Hôtel Restaurant;Grand Hotel sans restaurant Bas de gamme;Chaudière condensation gaz;Gaz;7.747262;4.428278
Santé Action Sociale;Hopital bloc;Autre système centralisé performant;Autres;10.11507;8.258709
Enseignement Recherche;Lycée professionnel (LP);Autre système centralisé performant;Urbain;5.355235;8.479475
Habitat Communautaire;Résidence universitaire;Chaudière gaz;Gaz;5.000001;3.953491
Café Hôtel Restaurant;Moyen Hotel avec restaurant Bas de gamme;PAC performant;Electricité;1.55947;21.54588
Café Hôtel Restaurant;Grand Hotel sans restaurant Luxe;Electrique direct;Electricité;-0.72752;11.11273
Sport Loisir Culture;Patinoire;Chaudière fioul;Fioul;2.792031;6.458088
Commerce;Grand Mode;Chaudière condensation gaz;Gaz;7.223241;4.839859
Enseignement Recherche;Elémentaire;Electrique direct;Electricité;1.25294;11.04007
Sport Loisir Culture;Grande salle de spectacle;Electrique direct performant;Electricité;2.792437;6.532675
Café Hôtel Restaurant;Petit restaurant rapide;Autre système centralisé;Urbain;2.35749;23.23094
Commerce;Grand commerce de gros;Chaudière condensation fioul;Fioul;3.895499;8.544541
Habitat Communautaire;Maison de pré-retraite;Autre système centralisé;Urbain;7.388453;6.055457
Commerce;Grand brico;Chaudière gaz;Gaz;5.000005;7.527905
Café Hôtel Restaurant;Grand restaurant traditionnel;Rooftop performant;Electricité;6.75171;12.86564
Sport Loisir Culture;Grand cinéma;Autre système centralisé;Urbain;4.120978;6.181252
Café Hôtel Restaurant;Moyen Hotel avec restaurant Luxe;Autre système centralisé performant;Autres;10.29893;11.3408
Commerce;Grand librairie;Autre système centralisé;Autres;8.669691;6.624129
Enseignement Recherche;R&D en sciences humaines et sociales;Autre système centralisé;Autres;6.6227;7.76837
Santé Action Sociale;Hopital pavillonnaire;Autre système centralisé;Urbain;-2.49394;16.91
Enseignement Recherche;Cantine LEGT;Autre système centralisé performant;Urbain;-1.98151;27.21142
Café Hôtel Restaurant;Moyen Hotel sans restaurant Haut de gamme;Chaudière fioul;Fioul;-1.32123;16.59322
Enseignement Recherche;Collège;Electrique direct;Electricité;1.312361;9.002429
Café Hôtel Restaurant;Grand Hotel avec restaurant Haut de gamme;Autre système centralisé performant;Urbain;5.021876;9.284804
Sport Loisir Culture;Grande salle multisport;Chaudière condensation gaz;Gaz;6.70489;2.354995
Café Hôtel Restaurant;Petit Hotel sans restaurant Luxe;Electrique direct performant;Electricité;0.54687;15.52829
Commerce;Petit brico;Chaudière condensation gaz;Gaz;7.475207;8.293343
Commerce;ZAC Mode;Autre système centralisé performant;Urbain;9.046295;9.559835
Commerce;Grand librairie;Chaudière condensation fioul;Fioul;3.040091;9.231259
Café Hôtel Restaurant;Grand bar café tabac;Chaudière gaz;Gaz;4.999999;6.623561
Café Hôtel Restaurant;Moyen Hotel avec restaurant Haut de gamme;Chaudière condensation fioul;Fioul;2.58854;14.22361
Café Hôtel Restaurant;Petite cantine;Chaudière condensation gaz;Gaz;9.02513;21.66823
Sport Loisir Culture;Piscine;Chaudière gaz;Gaz;4.999999;4.323954
Enseignement Recherche;R&D en sciences humaines et sociales;Chaudière condensation fioul;Fioul;12.98848;9.253145
Commerce;Petit boulangerie;Chaudière gaz;Gaz;5;10.07776
Enseignement Recherche;Internat LEGT;Autre système centralisé performant;Urbain;2.36691;10.61358
Café Hôtel Restaurant;Petit Hotel avec restaurant Haut de gamme;Chaudière condensation fioul;Fioul;1.04872;20.657
Enseignement Recherche;Cantine collége;Chaudière gaz;Gaz;5;14.51473
Enseignement Recherche;école;Chaudière fioul;Fioul;7.370294;8.572706
Sport Loisir Culture;Grande salle multisport;Cassette rayonnante;Electricité;2.898156;6.066024
Habitat Communautaire;Résidentiel;PAC;Electricité;7.40796;10.55366
Café Hôtel Restaurant;Grand restaurant traditionnel;PAC performant;Electricité;-2.64997;22.26732
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Luxe;Autre système centralisé;Urbain;1.258752;9.893048
Café Hôtel Restaurant;Grand Hotel sans restaurant Haut de gamme;Autre système centralisé;Urbain;2.155081;9.391409
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Luxe;Autre système centralisé performant;Autres;10.25189;8.298296
Habitat Communautaire;Résidence universitaire;Autre système centralisé performant;Autres;12.77836;4.960023
Sport Loisir Culture;Salle non spécialisée;Chaudière condensation fioul;Fioul;2.15165;15.42545
Café Hôtel Restaurant;Petit Hotel avec restaurant Haut de gamme;Autre système centralisé;Autres;8.23198;17.84804
Habitat Communautaire;Foyers;Electrique direct performant;Electricité;1.29871;12.04356
Enseignement Recherche;école;Autre système centralisé;Urbain;3.623048;8.371642
Bureaux Administration;immeuble rénové;Electrique direct performant;Electricité;0.24082;13.34184
Enseignement Recherche;Cantine LP;Electrique direct performant;Electricité;-3.2504;29.98958
Café Hôtel Restaurant;Moyen Hotel sans restaurant Luxe;Chaudière condensation fioul;Fioul;3.24666;12.80709
Café Hôtel Restaurant;Petit Hotel sans restaurant Haut de gamme;Autre système centralisé;Autres;7.16822;16.51963
Café Hôtel Restaurant;Grande cantine;Autre système centralisé performant;Urbain;4.27401;13.62619
Café Hôtel Restaurant;Petit Hotel avec restaurant Haut de gamme;Autre système centralisé performant;Urbain;7.85307;21.47282
Bureaux Administration;plateau large bureaux cloisonnés;Chaudière gaz;Gaz;5.000001;4.824386
Commerce;Grand alimentaire;PAC;Electricité;-2.69428;16.14897
Santé Action Sociale;Garderie;Autre système centralisé performant;Autres;12.9755;7.216261
Sport Loisir Culture;Salle non spécialisée;Tube radiant;Gaz;8.396637;5.358203
Enseignement Recherche;Internat college;PAC performant;Electricité;2.00418;12.85155
Café Hôtel Restaurant;Grand Hotel sans restaurant Haut de gamme;Chaudière fioul;Fioul;0.797875;9.498525
Café Hôtel Restaurant;Petit restaurant rapide;PAC performant;Electricité;22.5038;13.56718
Sport Loisir Culture;Petite salle multisport;Tube radiant performant;Gaz;11.73772;7.629215
Santé Action Sociale;Cabinet médical;Electrique direct;Electricité;0.316254;9.502774
Bureaux Administration;plateau large bureau paysagés;Autre système centralisé performant;Autres;10.29406;7.235889
Sport Loisir Culture;Grande salle de spectacle;Chaudière gaz;Gaz;5;2.695215
Café Hôtel Restaurant;Petit restaurant traditionnel;Autre système centralisé performant;Urbain;6.72738;24.21959
Commerce;Superette;Autre système centralisé performant;Urbain;6.83424;10.18585
Café Hôtel Restaurant;Petit Hotel sans restaurant Haut de gamme;Chaudière condensation fioul;Fioul;2.69578;19.47936
Café Hôtel Restaurant;Moyen Hotel sans restaurant Luxe;Autre système centralisé;Autres;13.94476;10.66765
Sport Loisir Culture;Grand cinéma;Chaudière fioul;Fioul;1.848449;7.971799
Enseignement Recherche;Internat LEGT;Chaudière fioul;Fioul;0.76254;11.61361
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Electrique direct;Electricité;-0.24385;10.37513
Santé Action Sociale;Centre accueil;Autre système centralisé performant;Autres;12.04428;7.95194
Santé Action Sociale;Hopital pavillonnaire;Chaudière fioul;Fioul;-4.64459;17.8155
Sport Loisir Culture;Petite salle multisport;Autre système centralisé performant;Autres;8.63626;15.82782
Sport Loisir Culture;Grand bar café tabac;Chaudière condensation gaz;Gaz;8.351334;5.743676
Café Hôtel Restaurant;Petit Hotel avec restaurant Luxe;Chaudière condensation gaz;Gaz;9.54705;8.98624
Sport Loisir Culture;Musée;Electrique direct;Electricité;-1.77767;12.3991
Commerce;Petit poissonnerie;Chaudière fioul;Fioul;-1.96504;17.42414
Sport Loisir Culture;Salle non spécialisée;Autre système centralisé;Autres;5.04731;11.78587
Commerce;Grand Mode;Electrique direct performant;Electricité;2.633839;9.513531
Enseignement Recherche;R&D sciences physiques et naturelles;Electrique direct performant;Electricité;2.10001;10.45757
Commerce;Grand librairie;Autre système centralisé performant;Urbain;7.973466;7.831444
Café Hôtel Restaurant;Grand Hotel avec restaurant Bas de gamme;PAC performant;Electricité;1.40297;13.04146
Sport Loisir Culture;Vestiaire et rangement;Electrique direct;Electricité;4.24582;15.18561
Café Hôtel Restaurant;Petit restaurant traditionnel;Autre système centralisé performant;Autres;24.57906;21.67032
Enseignement Recherche;Internat LP;Electrique direct;Electricité;-2.19424;14.09695
Café Hôtel Restaurant;Grand bar café tabac;Electrique direct performant;Electricité;4.40125;11.07767
Sport Loisir Culture;Petite salle multisport;Autre système centralisé;Autres;5.88804;14.68372
Commerce;Grand brico;Electrique direct;Electricité;-1.17626;13.69411
Café Hôtel Restaurant;Moyen Hotel avec restaurant Bas de gamme;Rooftop;Electricité;7.49311;11.93609
Enseignement Recherche;R&D en sciences humaines et sociales;Autre système centralisé performant;Urbain;5.304797;8.510613
Enseignement Recherche;Lycée professionnel (LP);Chaudière fioul;Fioul;2.490994;7.643806
Santé Action Sociale;Hopital bloc;Electrique direct;Electricité;-3.588;14.53823
Enseignement Recherche;Cantine collége;Electrique direct performant;Electricité;-4.53417;29.57076
Enseignement Recherche;Internat LEGT;Chaudière condensation fioul;Fioul;3.21946;11.49834
Café Hôtel Restaurant;Moyen Hotel sans restaurant Bas de gamme;Chaudière condensation gaz;Gaz;9.053364;7.574026
Sport Loisir Culture;Grand cinéma;Autre système centralisé;Autres;8.189585;6.088065
Enseignement Recherche;Cantine LEGT;Autre système centralisé;Autres;6.15852;22.50917
Enseignement Recherche;université;Autre système centralisé performant;Autres;8.260779;7.512171
Café Hôtel Restaurant;Grand Hotel sans restaurant Bas de gamme;Rooftop;Electricité;5.738913;7.048237
Commerce;Grand Mode;Chaudière gaz;Gaz;5.000004;5.143816
Enseignement Recherche;R&D sciences physiques et naturelles;Chaudière gaz;Gaz;4.999999;5.136191
Commerce;ZAC Mode;Autre système centralisé performant;Autres;12.62711;8.790809
Sport Loisir Culture;Salle non spécialisée;Autre système centralisé performant;Urbain;8.42254;13.29533
Café Hôtel Restaurant;Petit bar café tabac;Electrique direct performant;Electricité;8.41684;15.20725
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Haut de gamme;Rooftop performant;Electricité;6.897686;9.511814
Café Hôtel Restaurant;Petite cantine;Electrique direct performant;Electricité;19.95376;14.17737
Café Hôtel Restaurant;Grand Hotel avec restaurant Bas de gamme;Rooftop performant;Electricité;7.118185;7.326245
Café Hôtel Restaurant;Moyen Hotel sans restaurant Luxe;Autre système centralisé performant;Urbain;2.18883;14.2481
Bureaux Administration;immeuble rénové;Chaudière gaz;Gaz;4.999996;6.361654
Café Hôtel Restaurant;Grand Hotel avec restaurant Haut de gamme;Autre système centralisé;Autres;8.123954;7.360496
Commerce;Petit boulangerie;Electrique direct;Electricité;-1.30742;15.72314
Commerce;Petit commerce de gros;Autre système centralisé performant;Autres;10.25467;7.799699
Café Hôtel Restaurant;Grand Hotel avec restaurant Haut de gamme;Chaudière condensation fioul;Fioul;4.541543;7.857077
Sport Loisir Culture;Patinoire;Autre système centralisé performant;Urbain;2.05248;10.62551
Sport Loisir Culture;Piscine;Electrique direct performant;Electricité;5.399681;7.693849
Sport Loisir Culture;Petite salle multisport;Tube radiant;Gaz;7.840484;8.445096
Café Hôtel Restaurant;Grand restaurant rapide;Electrique direct;Electricité;-2.12698;19.14718
Bureaux Administration;plateau mince;PAC;Electricité;-0.83941;13.46849
Enseignement Recherche;Cantine élémentaire;PAC performant;Electricité;-6.17562;35.1163
Café Hôtel Restaurant;Petit Hotel sans restaurant Luxe;Chaudière gaz;Gaz;5.00001;10.31761
Sport Loisir Culture;Petite salle de spectacle;PAC performant;Electricité;1.78643;18.56012
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Haut de gamme;PAC performant;Electricité;-1.382;17.7915
Café Hôtel Restaurant;Petit bar café tabac;Chaudière gaz;Gaz;5;13.99451
Enseignement Recherche;Internat college;PAC;Electricité;0.73952;11.75261
Habitat Communautaire;Maison retraite médicalisée;Autre système centralisé performant;Autres;12.42713;5.201259
Café Hôtel Restaurant;Grande cantine;Autre système centralisé;Autres;7.80412;11.13418
Enseignement Recherche;Internat LEGT;Autre système centralisé;Urbain;-0.23123;11.14647
Commerce;Superette;Chaudière condensation fioul;Fioul;4.02815;13.32406
Commerce;Grand alimentaire;PAC performant;Electricité;-2.65789;18.6583
Sport Loisir Culture;Patinoire;Chaudière condensation fioul;Fioul;4.369576;6.630734
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Luxe;Autre système centralisé performant;Urbain;3.484399;9.777401
Commerce;Superette;Autre système centralisé;Autres;10.93951;8.595314
Commerce;Supermarché;Electrique direct;Electricité;-0.4662;12.58049
